estacion,hora,dia_semana,q_cafes_llevar_algo_leche_sinbakery_alfajor_cachafaz,q_cafes_llevar_algo_otros_sinbakery_alfajor_cachafaz,q_cafes_local_algo_leche_sinbakery_alfajor_cachafaz,q_cafes_local_algo_otros_sinbakery_alfajor_cachafaz
Villa Allende,18,7,,,,3.0000
Cabildo,8,3,,,,
Floresta,18,4,1.0000,1.0000,1.0000,
Trelles,20,2,,2.0000,,
Cabildo,2,2,,,2.0000,
Bonpland,9,2,1.0000,,1.0000,2.0000
Bonpland,9,1,,,,
Congreso,11,2,,,,
Cabildo,8,2,1.0000,1.0000,1.0000,
Florencio Varela,4,7,,2.0000,,1.0000
Maschwitz,21,7,,,,
Luis Viale,5,2,,,,1.0000
Trelles,8,4,2.0000,1.0000,,1.0000
Olivos,3,2,,,,
Dialogos,5,1,,,,
Alberdi,15,4,,1.0000,,
Alsina,3,4,,,1.0000,2.0000
Lima,5,3,3.0000,,,1.0000
Floresta,7,7,,1.0000,1.0000,1.0000
Villa Allende,16,6,,1.0000,,
Floresta,18,7,,,,1.0000
Florencio Varela,11,2,,1.0000,1.0000,
Alsina,19,2,2.0000,1.0000,,
Congreso,7,7,,2.0000,,
Floresta,0,4,,,,
Maipu,2,3,1.0000,,,
Cabildo,9,7,,1.0000,,
Villa Allende,14,4,,,,1.0000
Emilio Castro,21,1,,,,
Ovidio Lagos,9,1,,,,
Luis Viale,12,5,,,,
Luis Viale,3,4,,,1.0000,
El Arco,18,4,,1.0000,,
Trelles,9,2,,1.0000,1.0000,
Maschwitz,5,3,,1.0000,,
Alberdi,11,5,,,,
OPERADOR LOGISTICO,18,7,,,,
Floresta,9,6,,1.0000,,
Floresta,23,2,,,,1.0000
OPERADOR LOGISTICO 2,18,7,,,,2406.0000
Emilio Castro,13,4,,,,
Alberdi,10,2,,,,
Villa Allende,0,6,,,,
Fisherton,6,4,,,,
Garay,12,1,1.0000,,,
Trelles,5,4,,,,
Trelles,11,1,,,,1.0000
La Bandera,7,6,,,,
Garay,3,6,1.0000,,,
Pilar,2,5,,,,
Garay,3,2,,,,
Santa Fe,7,2,1.0000,,,
Rivadavia,8,3,1.0000,1.0000,,
Alberdi,21,1,,,,
Villa Allende,8,5,,,,1.0000
Alberdi,15,3,,,,
Boulevard,1,6,,,,
Cabildo,13,2,,,,
Zarate,4,4,,,,
Floresta,6,4,,,,
Ovidio Lagos,9,6,,1.0000,,
Rivadavia,9,2,,,,
OPERADOR LOGISTICO 2,23,4,,,,806.0000
Alberdi,8,5,1.0000,,,
Garay,2,3,1.0000,,,
La Carmela,3,4,,1.0000,,
Alberdi,9,3,1.0000,,,
Florencio Varela,3,4,,,,
La Bandera,10,2,,,,
OPERADOR LOGISTICO,11,6,,,,
Floresta,5,5,1.0000,,,
Floresta,8,3,,,,
Alberdi,12,2,,,,
Alberdi,21,7,,,,
La Bandera,2,4,,,,
Alberdi,3,5,,,,
Cabildo,4,4,,,,
El Arco,2,3,,,,
Trelles,9,1,,,,
Alberdi,2,4,,,,
Floresta,8,7,,,,
Boulevard,22,4,1.0000,,,
Rivadavia,11,4,,,,
Ovidio Lagos,12,1,,,,
La Bandera,5,7,,,,
Rivadavia,18,4,1.0000,,,
Alberdi,5,1,,,,
OPERADOR LOGISTICO,10,2,,,,
Rivadavia,4,4,,,,
Maschwitz,1,2,,,,
OPERADOR LOGISTICO,16,6,,,,
Emilio Castro,4,5,,,,
Boulevard,3,4,,,,
Rivadavia,15,5,,,,
OPERADOR LOGISTICO 2,22,1,,,,1606.0000
El Arco,4,3,,2.0000,,
Rivadavia,21,4,,,,
Arroyo Seco,16,6,33.0000,27.0000,16.0000,22.0000
San Isidro,5,7,,1.0000,,
Gutierrez,15,4,1.0000,,,5.0000
Lima,19,1,14.0000,23.0000,2.0000,4.0000
Villa Allende,23,7,,,,1.0000
Gral Paz Capital,5,4,1.0000,2.0000,,
Bulnes,20,6,,,,1.0000
Amanecer,15,7,1.0000,,2.0000,4.0000
Zarate,21,6,,,,
Quilmes,23,4,1.0000,1.0000,,1.0000
Bonpland,13,2,,,1.0000,
Centenera,19,4,2.0000,1.0000,1.0000,
America,1,1,,,,6.0000
Maschwitz,23,1,,,,1.0000
Buen Ayre,18,4,7.0000,7.0000,1.0000,4.0000
CORS Alem,8,4,11.0000,5.0000,,
Congreso,0,4,2.0000,1.0000,,3.0000
Las Heras,15,3,,1.0000,,3.0000
Luis Viale,12,7,,,,
Trelles,16,3,1.0000,1.0000,,1.0000
AUBASA LP-BA,10,6,2.0000,2.0000,1.0000,3.0000
Zarate,15,2,,,,2.0000
Alvear,3,5,,1.0000,,1.0000
Garay,18,7,,5.0000,,1.0000
Florencio Varela,1,6,,2.0000,5.0000,2.0000
Gral Paz Provincia,19,5,,1.0000,1.0000,6.0000
Maipu,22,5,,1.0000,1.0000,
Pilar,13,1,,,,
El Club,5,7,,,,
Gral Paz Capital,13,7,,,,1.0000
Olivos,18,7,2.0000,,2.0000,2.0000
AUBASA LP-BA,16,7,4.0000,16.0000,4.0000,20.0000
America,21,7,,,,
Pilar,6,4,1.0000,,2.0000,
Pilar,23,3,,1.0000,,
Gral Paz Capital,7,5,4.0000,4.0000,,
Del Tejar,22,7,,,,3.0000
Quilmes,1,5,,,,
Laferrere,14,6,,,,1.0000
Arroyo Seco,9,1,20.0000,4.0000,1.0000,4.0000
OPERADOR LOGISTICO 2,13,7,,,,5483.0000
Gral Paz Capital,1,7,2.0000,6.0000,,18.0000
Cabildo,3,2,,1.0000,1.0000,1.0000
Villa Luro,2,7,3.0000,1.0000,,4.0000
La Carmela,10,5,,,,
Alvear,19,1,,6.0000,,3.0000
Gral Paz Capital,10,6,3.0000,3.0000,,1.0000
Santa Rita,18,1,,,2.0000,
Olivos,17,5,3.0000,,1.0000,2.0000
Fisherton,20,1,2.0000,1.0000,,2.0000
Gral Paz Capital,22,5,2.0000,,3.0000,2.0000
Pilar,13,6,,2.0000,4.0000,1.0000
Laferrere,19,6,2.0000,2.0000,,2.0000
Del Tejar,17,7,,,1.0000,1.0000
Laferrere,21,2,,,,3.0000
La Carmela,9,5,,,,1.0000
Buen Ayre,11,4,1.0000,5.0000,5.0000,3.0000
Alvear,6,2,,,,3.0000
San Isidro,20,4,3.0000,,1.0000,
AUBASA BA-LP,5,5,1.0000,1.0000,,
Fisherton,21,4,,,,
Santa Fe,13,1,,,,
Las Heras,23,6,1.0000,2.0000,,1.0000
Quilmes,17,6,,,1.0000,1.0000
Floresta,12,3,,,,
El Club,2,1,,,,6.0000
AUBASA BA-LP,15,1,,20.0000,,6.0000
San Isidro,14,4,,1.0000,,11.0000
Villa Luro,11,7,2.0000,2.0000,1.0000,3.0000
Parque Sarmiento,17,6,3.0000,1.0000,,3.0000
El Club,11,7,,,,5.0000
Cabildo,19,7,,,,
Trelles,15,6,,,,1.0000
Maipu,23,3,2.0000,,,1.0000
Arroyo Seco,9,2,24.0000,10.0000,3.0000,3.0000
Parque Sarmiento,1,3,,,,
La Carmela,16,1,3.0000,2.0000,,1.0000
Garay,17,5,1.0000,,,
Cabildo,2,7,,,,1.0000
Lima,9,7,10.0000,6.0000,4.0000,3.0000
AUBASA LP-BA,17,1,7.0000,9.0000,2.0000,23.0000
Gral Paz Provincia,0,2,1.0000,12.0000,2.0000,1.0000
Zarate Brazo Largo,17,7,,,,
Fisherton,4,7,1.0000,1.0000,,
Quilmes,7,3,,3.0000,,
Gral Paz Capital,9,6,1.0000,4.0000,1.0000,3.0000
Gral Paz Capital,3,1,2.0000,7.0000,1.0000,4.0000
Lima,12,4,3.0000,6.0000,,4.0000
Santa Rita,23,3,,,,
Alsina,9,7,,,,2.0000
San Isidro,17,7,1.0000,1.0000,,
Quilmes,11,7,,,2.0000,
Arroyo Seco,3,7,5.0000,7.0000,1.0000,2.0000
Gral Paz Provincia,2,1,5.0000,10.0000,2.0000,12.0000
Quilmes,11,6,,2.0000,,
Bonpland,16,6,,1.0000,2.0000,3.0000
Parque Sarmiento,20,5,,2.0000,,1.0000
Las Heras,20,3,,,4.0000,2.0000
Del Tejar,16,4,2.0000,,,5.0000
Quilmes,17,5,,1.0000,1.0000,4.0000
Olivos,9,7,2.0000,,,
Quilmes,2,1,,3.0000,1.0000,3.0000
Villa Luro,0,1,,2.0000,1.0000,6.0000
Olivos,22,6,1.0000,,,4.0000
Los Incas,23,4,,,,
Maipu,19,3,,,1.0000,2.0000
Arroyo Seco,20,3,3.0000,10.0000,3.0000,8.0000
Ovidio Lagos,0,4,,,,1.0000
Gral Paz Provincia,22,2,2.0000,,,2.0000
Arroyo Seco,23,3,,1.0000,,3.0000
AUBASA LP-BA,13,6,1.0000,4.0000,,13.0000
Laferrere,21,5,,,,
Dialogos,2,2,2.0000,,,
Laferrere,12,3,2.0000,,,
Arroyo Seco,13,1,9.0000,8.0000,2.0000,18.0000
Amanecer,11,7,,1.0000,,2.0000
Garay,11,4,3.0000,,,5.0000
Zarate,22,7,,,,
Gral Paz Capital,14,3,,,2.0000,9.0000
Laferrere,7,4,,,,
Villa Luro,17,7,,1.0000,,1.0000
AUBASA LP-BA,20,1,,2.0000,3.0000,1.0000
Alsina,18,4,,,,2.0000
Del Tejar,3,7,,,,3.0000
Las Heras,17,4,1.0000,5.0000,,1.0000
Alvear,18,5,,1.0000,1.0000,7.0000
Gral Paz Provincia,23,2,,,,2.0000
Buen Ayre,7,6,6.0000,13.0000,12.0000,7.0000
El Arco,23,5,,,,1.0000
Dialogos,22,4,1.0000,,,3.0000
Maipu,12,5,,,,1.0000
OPERADOR LOGISTICO,9,5,,,,5656.0000
Alvear,22,4,,2.0000,,4.0000
Buen Ayre,6,2,3.0000,5.0000,,1.0000
La Carmela,15,1,,,,
Alvear,13,6,,,5.0000,7.0000
Gral Paz Provincia,23,1,5.0000,6.0000,4.0000,4.0000
Amanecer,20,7,,,,
Garay,0,1,1.0000,,,1.0000
Dialogos,7,3,3.0000,,2.0000,
America,18,7,,,1.0000,5.0000
Bonpland,10,7,1.0000,3.0000,1.0000,
Lima,17,4,13.0000,21.0000,3.0000,14.0000
Buen Ayre,7,3,11.0000,9.0000,12.0000,6.0000
Gral Paz Provincia,0,5,6.0000,5.0000,,9.0000
Garay,18,1,1.0000,,,1.0000
Gral Paz Provincia,10,6,3.0000,2.0000,,2.0000
Buen Ayre,11,6,1.0000,2.0000,2.0000,3.0000
Las Heras,7,3,,2.0000,,4.0000
Dialogos,4,3,1.0000,,,
Alsina,23,7,,,,
La Bandera,0,6,1.0000,1.0000,,4.0000
Bonpland,22,3,1.0000,,,3.0000
Alvear,15,7,,3.0000,,7.0000
Amanecer,7,4,3.0000,1.0000,2.0000,1.0000
Del Tejar,1,3,1.0000,1.0000,,1.0000
Los Incas,8,1,1.0000,,,
La Carmela,1,7,,,,
Lima,13,5,,7.0000,,8.0000
America,7,6,,3.0000,1.0000,1.0000
Las Heras,10,5,,2.0000,,2.0000
AUBASA BA-LP,15,4,3.0000,5.0000,5.0000,15.0000
Arroyo Seco,10,6,14.0000,10.0000,,13.0000
Maipu,21,5,,,,1.0000
Maschwitz,17,1,,,,
America,0,2,,1.0000,,3.0000
Amanecer,20,6,,,,3.0000
Dialogos,19,2,1.0000,,,
Florencio Varela,18,1,,2.0000,,1.0000
Garay,19,7,,1.0000,,
Laferrere,16,1,,,,
Trelles,23,3,,2.0000,2.0000,2.0000
Gral Paz Provincia,16,5,3.0000,3.0000,,6.0000
America,22,6,,1.0000,,3.0000
El Club,22,2,,1.0000,1.0000,4.0000
Villa Allende,20,6,,1.0000,,2.0000
Trelles,0,7,1.0000,,1.0000,3.0000
Florencio Varela,23,3,,,,
Gral Paz Capital,22,1,,1.0000,,8.0000
Villa Allende,20,2,,,,1.0000
La Carmela,1,2,2.0000,2.0000,,
San Isidro,22,6,1.0000,,,1.0000
Gral Paz Provincia,1,6,2.0000,2.0000,1.0000,5.0000
El Club,5,3,,,,
Cabildo,22,3,,,2.0000,1.0000
Gral Paz Provincia,20,1,3.0000,1.0000,2.0000,4.0000
Pilar,0,3,,1.0000,,2.0000
Gutierrez,14,5,,,,6.0000
Olivos,15,5,1.0000,,,1.0000
Gral Paz Capital,12,2,,1.0000,,
Alsina,15,6,,1.0000,,4.0000
Villa Luro,12,7,1.0000,,1.0000,
Luis Viale,18,6,1.0000,4.0000,,1.0000
Luis Viale,19,3,1.0000,2.0000,2.0000,2.0000
Santa Rita,12,6,,,1.0000,5.0000
Las Heras,14,3,,2.0000,,1.0000
OPERADOR LOGISTICO,19,4,,,,
Cabildo,5,1,1.0000,,,
Alvear,1,2,,2.0000,1.0000,12.0000
Gral Paz Provincia,7,7,3.0000,3.0000,,1.0000
La Bandera,21,6,,1.0000,,2.0000
La Carmela,0,4,,,,1.0000
El Club,1,1,5.0000,1.0000,1.0000,14.0000
Gral Paz Provincia,7,5,2.0000,3.0000,2.0000,4.0000
Floresta,14,6,1.0000,,,
Parque Sarmiento,16,3,,3.0000,1.0000,2.0000
AUBASA LP-BA,1,4,1.0000,3.0000,,2.0000
Luis Viale,20,7,,,,1.0000
Amanecer,22,3,,,,1.0000
Floresta,16,6,3.0000,,,
Maipu,12,1,,,,
OPERADOR LOGISTICO,20,4,,,,412.0000
El Arco,2,7,1.0000,,1.0000,2.0000
Garay,0,3,,,,
Arroyo Seco,11,3,8.0000,6.0000,,5.0000
Boulevard,15,6,,1.0000,1.0000,7.0000
Lima,18,6,9.0000,15.0000,,4.0000
Lima,5,2,1.0000,3.0000,3.0000,3.0000
Alvear,15,5,4.0000,2.0000,,8.0000
Arroyo Seco,4,2,3.0000,8.0000,,1.0000
Arroyo Seco,16,5,35.0000,39.0000,10.0000,30.0000
Alberdi,17,1,,,,
Florencio Varela,7,4,,,,
Trelles,14,7,,,,
El Arco,17,3,,,,3.0000
Luis Viale,0,4,,,,
Luis Viale,19,2,,2.0000,,2.0000
Santa Rita,6,4,,1.0000,2.0000,
Bonpland,21,4,,,,4.0000
Lima,19,2,6.0000,9.0000,,5.0000
Floresta,3,5,,,,2.0000
Olivos,16,3,1.0000,,,3.0000
Los Incas,6,7,,,,
AUBASA BA-LP,16,7,2.0000,10.0000,1.0000,7.0000
Emilio Castro,11,2,1.0000,,,
Pilar,20,4,,,,
AUBASA BA-LP,20,6,3.0000,3.0000,,2.0000
Pilar,8,5,2.0000,1.0000,,
Emilio Castro,22,7,,1.0000,,
Quilmes,23,6,1.0000,,,
La Carmela,19,7,,1.0000,2.0000,
Olivos,0,3,,,,1.0000
Del Tejar,20,4,,,,
Floresta,4,1,1.0000,,,2.0000
Floresta,15,2,,2.0000,,
Congreso,11,7,,2.0000,1.0000,
Arroyo Seco,12,3,6.0000,3.0000,4.0000,7.0000
Parque Sarmiento,23,3,,1.0000,,
Zarate Brazo Largo,13,3,1.0000,1.0000,,
El Arco,3,5,,1.0000,,
Las Heras,21,3,,1.0000,,2.0000
Parque Sarmiento,21,5,,1.0000,,
El Arco,13,2,,,,1.0000
Pilar,17,7,8.0000,2.0000,2.0000,3.0000
Las Heras,16,6,1.0000,,,3.0000
AUBASA BA-LP,8,7,5.0000,2.0000,3.0000,8.0000
Fisherton,11,3,,,,4.0000
Olivos,18,3,1.0000,,1.0000,1.0000
Los Incas,16,7,,,,
Pilar,2,3,,,,
Bonpland,2,3,,,,2.0000
Santa Fe,18,1,,,,
Alvear,19,2,,2.0000,5.0000,4.0000
Buen Ayre,8,4,9.0000,7.0000,5.0000,6.0000
Lima,21,2,1.0000,1.0000,2.0000,1.0000
Alsina,9,3,,2.0000,,3.0000
San Isidro,16,5,2.0000,,,2.0000
El Club,16,6,2.0000,1.0000,2.0000,15.0000
Las Heras,19,7,,,,
Buen Ayre,14,3,6.0000,3.0000,1.0000,9.0000
Cabildo,2,1,,,1.0000,
Floresta,12,1,,,,1.0000
San Isidro,8,5,2.0000,2.0000,,
America,22,3,,2.0000,,4.0000
Garay,6,3,1.0000,2.0000,,
AUBASA LP-BA,17,7,3.0000,5.0000,5.0000,15.0000
Lima,1,2,3.0000,8.0000,,2.0000
Laferrere,21,7,,,,3.0000
Garay,7,6,,,,1.0000
AUBASA BA-LP,12,4,1.0000,1.0000,2.0000,2.0000
Maschwitz,17,4,,1.0000,,
Florencio Varela,20,3,,,,
Quilmes,14,7,,1.0000,,2.0000
Parque Sarmiento,1,1,,,,6.0000
Trelles,2,5,,,,1.0000
CORS Alem,12,4,,,,
Congreso,15,7,,,,
Emilio Castro,5,7,,,,
Florencio Varela,12,2,,,1.0000,
Gral Paz Provincia,23,7,,2.0000,1.0000,7.0000
Buen Ayre,22,1,3.0000,3.0000,2.0000,4.0000
Lima,10,1,6.0000,9.0000,2.0000,3.0000
Amanecer,1,7,,,,9.0000
Maschwitz,4,7,,,,
AUBASA LP-BA,5,4,1.0000,1.0000,,
Gral Paz Provincia,10,2,,1.0000,1.0000,3.0000
Luis Viale,17,6,1.0000,13.0000,,2.0000
Zarate Brazo Largo,6,1,,,,
Olivos,21,2,,,,3.0000
Los Incas,3,4,,,,
El Arco,22,4,,,,5.0000
Laferrere,23,5,,1.0000,,2.0000
Florencio Varela,17,5,2.0000,2.0000,3.0000,1.0000
Gral Paz Provincia,4,7,2.0000,2.0000,1.0000,5.0000
Zarate,19,2,3.0000,,,
AUBASA BA-LP,10,2,6.0000,5.0000,2.0000,3.0000
Amanecer,16,3,1.0000,,4.0000,9.0000
AUBASA LP-BA,1,6,,2.0000,,
Los Incas,5,7,,,,
Alberdi,0,5,,,,
Centenera,17,1,,,,
Florencio Varela,22,5,,1.0000,,2.0000
Buen Ayre,17,3,3.0000,8.0000,2.0000,10.0000
Garay,2,4,,,,
Floresta,6,7,,,,2.0000
El Club,12,6,1.0000,1.0000,,2.0000
Del Tejar,15,4,1.0000,,1.0000,10.0000
Gral Paz Provincia,15,4,1.0000,4.0000,1.0000,9.0000
Amanecer,22,1,,,,1.0000
Centenera,18,2,,,,
Olivos,17,7,5.0000,,,
Emilio Castro,17,4,,,1.0000,3.0000
Gral Paz Capital,21,6,2.0000,,1.0000,3.0000
Santa Rita,0,3,2.0000,,,
America,8,7,,,,1.0000
OPERADOR LOGISTICO 2,7,4,,,,35847.0000
Parque Sarmiento,17,3,2.0000,1.0000,1.0000,6.0000
OPERADOR LOGISTICO,16,4,,,,1796.0000
Luis Viale,15,4,,,,
America,1,2,,2.0000,1.0000,1.0000
Santa Rita,11,5,,1.0000,,3.0000
Bulnes,19,6,,,,5.0000
Arroyo Seco,23,4,3.0000,8.0000,6.0000,9.0000
Las Heras,19,1,,,,3.0000
El Club,22,4,4.0000,1.0000,,5.0000
Gral Paz Capital,3,4,,,,1.0000
Dialogos,17,1,1.0000,,,3.0000
Fisherton,8,5,,1.0000,,2.0000
Los Incas,21,1,,,,
Cabildo,15,4,,,,
Buen Ayre,16,7,5.0000,10.0000,2.0000,19.0000
Floresta,1,2,,2.0000,,
Gral Paz Provincia,22,5,3.0000,2.0000,,4.0000
San Isidro,17,4,,2.0000,,3.0000
Parque Sarmiento,6,3,,1.0000,,2.0000
Olivos,8,3,3.0000,,,
Florencio Varela,16,6,,1.0000,,2.0000
Boulevard,16,4,,,2.0000,2.0000
Arroyo Seco,5,4,3.0000,,1.0000,1.0000
Bonpland,17,7,,,1.0000,2.0000
Floresta,11,1,,1.0000,,1.0000
Del Tejar,3,6,,,,
Olivos,21,5,,,,1.0000
AUBASA LP-BA,10,7,3.0000,4.0000,3.0000,1.0000
Gral Paz Provincia,17,2,,6.0000,2.0000,
Bonpland,14,5,,,,5.0000
Garay,6,6,1.0000,,,1.0000
Gutierrez,16,2,,,,1.0000
El Club,18,7,1.0000,3.0000,1.0000,2.0000
America,22,1,,,,
Amanecer,10,7,2.0000,4.0000,,
Luis Viale,0,1,,2.0000,,4.0000
Arroyo Seco,5,6,,2.0000,,1.0000
AUBASA BA-LP,11,3,6.0000,4.0000,1.0000,3.0000
Quilmes,18,7,1.0000,2.0000,2.0000,
Ovidio Lagos,4,7,,,,3.0000
Alvear,15,3,,2.0000,,11.0000
CORS Alem,11,5,2.0000,,,
Bonpland,18,1,,1.0000,2.0000,3.0000
Maipu,3,6,,,,
Alvear,22,3,,,,6.0000
El Arco,20,2,,,,3.0000
La Bandera,15,1,1.0000,,,3.0000
Los Incas,2,6,2.0000,,,
America,22,5,,,1.0000,5.0000
Congreso,11,5,,,,1.0000
AUBASA BA-LP,10,4,3.0000,8.0000,,2.0000
Arroyo Seco,20,4,1.0000,4.0000,1.0000,3.0000
Maschwitz,6,7,1.0000,,,
Alsina,22,6,,,,2.0000
Laferrere,20,3,,,,
Las Heras,15,1,,1.0000,1.0000,1.0000
Del Tejar,20,5,,,,5.0000
Fisherton,22,6,1.0000,1.0000,2.0000,12.0000
Olivos,22,3,,,,
OPERADOR LOGISTICO 2,18,4,,,,10260.0000
Buen Ayre,3,1,2.0000,3.0000,2.0000,8.0000
Maschwitz,6,3,2.0000,4.0000,,
Luis Viale,6,7,,,,
Buen Ayre,16,6,7.0000,10.0000,2.0000,10.0000
El Club,1,7,,1.0000,1.0000,12.0000
Congreso,23,7,,2.0000,,5.0000
Bulnes,12,7,,,,
Del Tejar,9,2,,,1.0000,
Gral Paz Provincia,11,6,3.0000,1.0000,2.0000,4.0000
Alsina,18,7,,,,1.0000
Alvear,3,3,,1.0000,3.0000,3.0000
Ovidio Lagos,9,4,,,,1.0000
Gutierrez,1,7,,4.0000,,6.0000
Arroyo Seco,22,3,2.0000,1.0000,,2.0000
Alsina,3,6,,,1.0000,1.0000
Gral Paz Capital,4,4,2.0000,2.0000,,
Villa Luro,2,6,,,,5.0000
Gral Paz Provincia,11,7,6.0000,10.0000,1.0000,1.0000
Maschwitz,19,5,,,,
La Carmela,23,1,,,,
Del Tejar,4,7,2.0000,,,
Gral Paz Capital,21,1,,4.0000,2.0000,4.0000
La Carmela,15,6,,3.0000,,2.0000
AUBASA LP-BA,7,3,1.0000,3.0000,,
Santa Rita,11,3,,,,
Gral Paz Capital,8,5,3.0000,3.0000,,2.0000
San Isidro,2,6,1.0000,,,
Olivos,15,1,,,,5.0000
Centenera,18,7,1.0000,,,
Arroyo Seco,20,6,8.0000,5.0000,2.0000,3.0000
Gral Paz Provincia,12,4,2.0000,1.0000,,2.0000
Laferrere,12,6,,,,
Dialogos,17,6,,,,
Ovidio Lagos,8,4,,,,
Emilio Castro,16,3,,1.0000,,5.0000
Fisherton,12,4,,,,
CORS Alem,14,4,8.0000,4.0000,,
Alsina,23,5,1.0000,,,
Buen Ayre,20,5,,3.0000,,3.0000
Pilar,21,1,2.0000,,,1.0000
Zarate Brazo Largo,23,3,,2.0000,,
Congreso,17,2,1.0000,2.0000,,1.0000
Gutierrez,13,3,,,,1.0000
Villa Allende,17,7,1.0000,1.0000,,1.0000
Alberdi,13,4,,,,
Luis Viale,7,4,1.0000,,,
San Isidro,1,7,1.0000,2.0000,,1.0000
Parque Sarmiento,21,3,,2.0000,,2.0000
Villa Luro,20,3,,,,
San Isidro,15,3,,3.0000,2.0000,8.0000
Dialogos,5,2,,1.0000,,
AUBASA LP-BA,21,3,,,1.0000,1.0000
Dialogos,3,4,,,,
Alsina,0,6,,,,2.0000
Trelles,7,6,,,,
Los Incas,22,5,,,,
Laferrere,17,5,,1.0000,,2.0000
Los Incas,1,7,,,,
El Arco,11,5,1.0000,1.0000,,
Olivos,10,7,1.0000,,,
Florencio Varela,1,4,,1.0000,3.0000,4.0000
Los Incas,19,3,,,,
Gral Paz Provincia,18,2,2.0000,2.0000,3.0000,6.0000
Buen Ayre,19,5,3.0000,4.0000,,10.0000
Zarate Brazo Largo,17,6,3.0000,4.0000,,5.0000
Fisherton,8,1,,,,
Bonpland,12,2,,,1.0000,3.0000
Garay,16,7,,1.0000,,
Buen Ayre,10,3,1.0000,7.0000,1.0000,9.0000
Cabildo,0,6,,,,
Cabildo,0,7,,,,1.0000
Del Tejar,15,5,3.0000,,1.0000,4.0000
AUBASA LP-BA,9,2,2.0000,2.0000,1.0000,
Parque Sarmiento,7,3,,4.0000,,4.0000
AUBASA BA-LP,16,2,4.0000,5.0000,,6.0000
Maschwitz,5,7,,,,
Fisherton,20,5,1.0000,,,4.0000
Congreso,15,1,,,,
Trelles,1,1,3.0000,,,3.0000
Lima,12,7,3.0000,3.0000,1.0000,10.0000
Trelles,21,7,,,,
Alvear,14,5,1.0000,1.0000,1.0000,7.0000
Alvear,16,5,2.0000,1.0000,2.0000,12.0000
Gral Paz Provincia,3,3,,2.0000,,4.0000
Garay,6,4,,1.0000,,1.0000
Cabildo,20,3,,,,
Boulevard,19,5,1.0000,,,4.0000
Bulnes,21,6,,,,3.0000
Fisherton,12,2,,,,1.0000
Del Tejar,8,6,,1.0000,2.0000,3.0000
Villa Allende,14,6,,,,4.0000
Emilio Castro,0,6,2.0000,,,
Emilio Castro,15,6,1.0000,1.0000,,
Emilio Castro,18,5,,3.0000,,
Del Tejar,15,1,,,1.0000,2.0000
Gral Paz Capital,23,7,,1.0000,1.0000,5.0000
Quilmes,14,6,,,1.0000,4.0000
Boulevard,0,1,,1.0000,,1.0000
OPERADOR LOGISTICO,20,5,,,,100.0000
Bonpland,3,4,,,,
Santa Fe,15,4,,1.0000,,
Las Heras,11,2,2.0000,,2.0000,1.0000
Emilio Castro,13,5,,,,
Santa Fe,20,5,,,,
Trelles,19,6,,,,
Gral Paz Provincia,6,1,2.0000,2.0000,,1.0000
Floresta,6,2,,,,
Trelles,0,2,,3.0000,,
Ovidio Lagos,18,5,,2.0000,,6.0000
Santa Rita,14,6,,1.0000,1.0000,2.0000
Laferrere,23,1,,,,1.0000
Emilio Castro,17,5,,2.0000,,
Bonpland,10,1,1.0000,2.0000,,
Gral Paz Capital,8,6,8.0000,3.0000,1.0000,4.0000
Amanecer,20,2,,,,1.0000
Villa Luro,23,6,1.0000,1.0000,,7.0000
Gral Paz Provincia,4,2,1.0000,2.0000,,
Gral Paz Capital,11,2,,,,2.0000
Buen Ayre,20,4,,1.0000,,
Arroyo Seco,22,7,3.0000,8.0000,1.0000,5.0000
Quilmes,7,5,,3.0000,3.0000,1.0000
Santa Rita,0,1,1.0000,,3.0000,
Buen Ayre,4,2,1.0000,2.0000,,
Bonpland,15,1,,1.0000,,1.0000
El Club,2,2,,1.0000,,1.0000
CORS Alem,16,5,1.0000,,,
Florencio Varela,2,1,,,1.0000,1.0000
Los Incas,20,7,,,,
Zarate,20,6,,,,
Maschwitz,12,7,,,,
America,23,5,,,,4.0000
Lima,9,2,,4.0000,3.0000,2.0000
Villa Allende,10,1,,,,
Cabildo,12,7,,,,
Bonpland,11,2,,1.0000,,1.0000
Gutierrez,15,5,2.0000,1.0000,,6.0000
Gutierrez,6,6,,,,1.0000
Alsina,9,2,,,,4.0000
Centenera,6,5,2.0000,1.0000,,
Buen Ayre,6,5,4.0000,7.0000,,3.0000
Olivos,13,5,,,,
Laferrere,10,1,,,,1.0000
Cabildo,6,5,,,1.0000,
America,22,2,,1.0000,,
Centenera,0,6,,,,
San Isidro,5,3,,,,
Cabildo,23,7,,,,
Zarate,13,5,,,,
Garay,0,2,1.0000,,,
Bulnes,19,1,,,,4.0000
Gutierrez,3,6,,,,
Buen Ayre,5,5,1.0000,3.0000,,1.0000
Trelles,21,4,,,,
Fisherton,20,2,,1.0000,,2.0000
Bonpland,16,4,,2.0000,1.0000,2.0000
AUBASA BA-LP,19,1,3.0000,4.0000,,7.0000
Parque Sarmiento,6,7,1.0000,,,1.0000
Villa Luro,14,4,1.0000,6.0000,1.0000,3.0000
Trelles,6,2,2.0000,2.0000,,1.0000
Quilmes,13,6,,,,3.0000
Los Incas,16,3,,2.0000,,
Parque Sarmiento,18,6,,1.0000,,1.0000
El Arco,12,4,,,,
Gutierrez,7,7,2.0000,1.0000,,
