estacion,hora,dia_semana,q_cafes_llevar_solo,q_cafes_local_solo,q_cafes_llevar_solo_leche,q_cafes_llevar_solo_otros,q_cafes_local_solo_leche,q_cafes_local_solo_otros,q_cafes_llevar_solo_otros_negro,q_cafes_local_solo_otros_negro
Pilar,4,7,16.0000,8.0000,8.0000,8.0000,2.0000,6.0000,4.0000,8.0000
Floresta,11,3,10.0000,18.0000,6.0000,4.0000,5.0000,13.0000,,13.0000
Villa Luro,19,2,19.0000,56.0000,8.0000,11.0000,5.0000,51.0000,3.0000,42.0000
Ovidio Lagos,23,5,7.0000,37.0000,,7.0000,,37.0000,,36.0000
Centenera,0,2,5.0000,5.0000,3.0000,2.0000,4.0000,1.0000,1.0000,5.0000
Garay,11,3,21.0000,72.0000,8.0000,13.0000,8.0000,64.0000,1.0000,63.0000
America,1,5,4.0000,20.0000,3.0000,1.0000,2.0000,18.0000,,11.0000
Amanecer,23,7,5.0000,30.0000,2.0000,3.0000,3.0000,27.0000,,25.0000
Quilmes,12,7,11.0000,80.0000,,11.0000,6.0000,74.0000,,79.0000
El Arco,3,6,14.0000,5.0000,1.0000,13.0000,,5.0000,10.0000,5.0000
Villa Luro,15,1,7.0000,36.0000,3.0000,4.0000,,36.0000,1.0000,28.0000
Gral Paz Provincia,14,7,29.0000,46.0000,12.0000,17.0000,6.0000,40.0000,9.0000,33.0000
Zarate Brazo Largo,6,7,51.0000,8.0000,21.0000,30.0000,,8.0000,11.0000,4.0000
Dialogos,7,6,46.0000,22.0000,34.0000,12.0000,8.0000,14.0000,2.0000,20.0000
Zarate Brazo Largo,10,7,45.0000,26.0000,16.0000,29.0000,4.0000,22.0000,13.0000,19.0000
La Carmela,12,4,4.0000,20.0000,,4.0000,4.0000,16.0000,1.0000,19.0000
Pilar,4,4,13.0000,13.0000,6.0000,7.0000,,13.0000,5.0000,10.0000
Zarate,0,1,18.0000,11.0000,6.0000,12.0000,,11.0000,,11.0000
Centenera,13,2,3.0000,30.0000,2.0000,1.0000,,30.0000,,14.0000
Laferrere,17,4,11.0000,19.0000,4.0000,7.0000,3.0000,16.0000,5.0000,19.0000
Buen Ayre,20,3,24.0000,42.0000,10.0000,14.0000,6.0000,36.0000,4.0000,37.0000
Gral Paz Capital,15,7,34.0000,71.0000,18.0000,16.0000,3.0000,68.0000,4.0000,50.0000
Garay,8,4,36.0000,52.0000,14.0000,22.0000,11.0000,41.0000,11.0000,48.0000
Amanecer,3,4,5.0000,5.0000,3.0000,2.0000,1.0000,4.0000,,5.0000
La Bandera,6,4,24.0000,24.0000,8.0000,16.0000,15.0000,9.0000,16.0000,24.0000
Pilar,6,2,29.0000,8.0000,21.0000,8.0000,3.0000,5.0000,4.0000,6.0000
Amanecer,18,7,15.0000,31.0000,4.0000,11.0000,5.0000,26.0000,5.0000,27.0000
Alsina,10,2,40.0000,41.0000,22.0000,18.0000,4.0000,37.0000,3.0000,27.0000
La Carmela,8,4,52.0000,21.0000,30.0000,22.0000,5.0000,16.0000,,21.0000
Zarate Brazo Largo,11,3,25.0000,48.0000,6.0000,19.0000,4.0000,44.0000,8.0000,35.0000
Garay,14,7,7.0000,28.0000,2.0000,5.0000,1.0000,27.0000,4.0000,19.0000
Maipu,5,4,10.0000,3.0000,8.0000,2.0000,,3.0000,,3.0000
America,4,7,22.0000,17.0000,10.0000,12.0000,7.0000,10.0000,,13.0000
Los Incas,5,4,11.0000,1.0000,7.0000,4.0000,,1.0000,,1.0000
La Carmela,20,1,5.0000,11.0000,2.0000,3.0000,1.0000,10.0000,,11.0000
Floresta,22,3,8.0000,18.0000,1.0000,7.0000,2.0000,16.0000,4.0000,16.0000
El Arco,14,1,5.0000,15.0000,2.0000,3.0000,,15.0000,3.0000,12.0000
CORS Alem,14,3,65.0000,,38.0000,27.0000,,,6.0000,
Parque Sarmiento,14,4,13.0000,67.0000,5.0000,8.0000,12.0000,55.0000,3.0000,59.0000
Laferrere,22,1,6.0000,8.0000,1.0000,5.0000,5.0000,3.0000,4.0000,8.0000
AUBASA BA-LP,20,3,27.0000,16.0000,4.0000,23.0000,1.0000,15.0000,7.0000,12.0000
Pilar,19,4,7.0000,33.0000,6.0000,1.0000,16.0000,17.0000,,26.0000
Zarate,3,1,18.0000,3.0000,9.0000,9.0000,,3.0000,,1.0000
Laferrere,13,5,1.0000,16.0000,,1.0000,,16.0000,,15.0000
Centenera,18,3,9.0000,15.0000,5.0000,4.0000,1.0000,14.0000,1.0000,11.0000
Santa Fe,17,7,15.0000,,3.0000,12.0000,,,6.0000,
Buen Ayre,6,1,43.0000,15.0000,17.0000,26.0000,3.0000,12.0000,9.0000,9.0000
Fisherton,23,4,4.0000,62.0000,1.0000,3.0000,10.0000,52.0000,2.0000,52.0000
Garay,6,5,24.0000,16.0000,20.0000,4.0000,3.0000,13.0000,1.0000,14.0000
Amanecer,1,2,4.0000,6.0000,2.0000,2.0000,2.0000,4.0000,,5.0000
Villa Allende,1,7,1.0000,1.0000,1.0000,,,1.0000,,
Emilio Castro,3,6,13.0000,2.0000,8.0000,5.0000,,2.0000,,2.0000
Gral Paz Provincia,20,7,22.0000,42.0000,9.0000,13.0000,4.0000,38.0000,7.0000,29.0000
America,20,2,6.0000,46.0000,2.0000,4.0000,7.0000,39.0000,1.0000,37.0000
Ovidio Lagos,20,2,3.0000,40.0000,1.0000,2.0000,,40.0000,,39.0000
Dialogos,21,4,3.0000,4.0000,3.0000,,1.0000,3.0000,,4.0000
Amanecer,8,1,18.0000,13.0000,9.0000,9.0000,2.0000,11.0000,3.0000,12.0000
Luis Viale,14,6,11.0000,41.0000,3.0000,8.0000,3.0000,38.0000,2.0000,25.0000
Fisherton,22,3,4.0000,44.0000,2.0000,2.0000,3.0000,41.0000,2.0000,35.0000
Gutierrez,2,2,12.0000,11.0000,3.0000,9.0000,4.0000,7.0000,,9.0000
Los Incas,11,3,15.0000,1.0000,7.0000,8.0000,1.0000,,,1.0000
Los Incas,6,2,22.0000,1.0000,13.0000,9.0000,,1.0000,,1.0000
Alsina,7,6,39.0000,42.0000,29.0000,10.0000,4.0000,38.0000,3.0000,39.0000
Zarate,22,5,7.0000,2.0000,5.0000,2.0000,,2.0000,,2.0000
Cabildo,15,1,2.0000,10.0000,,2.0000,1.0000,9.0000,,10.0000
Olivos,13,7,12.0000,16.0000,10.0000,2.0000,4.0000,12.0000,,16.0000
Zarate Brazo Largo,17,2,17.0000,14.0000,2.0000,15.0000,2.0000,12.0000,3.0000,9.0000
Santa Rita,5,1,24.0000,17.0000,11.0000,13.0000,5.0000,12.0000,7.0000,16.0000
Zarate Brazo Largo,5,7,45.0000,11.0000,19.0000,26.0000,,11.0000,11.0000,7.0000
Zarate Brazo Largo,7,1,57.0000,14.0000,27.0000,30.0000,1.0000,13.0000,11.0000,7.0000
Quilmes,2,2,9.0000,12.0000,4.0000,5.0000,2.0000,10.0000,,12.0000
America,2,5,5.0000,23.0000,1.0000,4.0000,2.0000,21.0000,1.0000,14.0000
El Arco,16,1,20.0000,21.0000,6.0000,14.0000,,21.0000,9.0000,17.0000
Florencio Varela,23,6,8.0000,17.0000,1.0000,7.0000,7.0000,10.0000,4.0000,16.0000
Dialogos,19,6,7.0000,15.0000,5.0000,2.0000,3.0000,12.0000,,14.0000
Los Incas,13,6,9.0000,,5.0000,4.0000,,,,
Los Incas,4,7,2.0000,1.0000,1.0000,1.0000,,1.0000,,1.0000
Zarate Brazo Largo,12,6,25.0000,24.0000,8.0000,17.0000,3.0000,21.0000,8.0000,16.0000
Floresta,15,6,8.0000,26.0000,3.0000,5.0000,2.0000,24.0000,,23.0000
Florencio Varela,22,1,6.0000,16.0000,,6.0000,5.0000,11.0000,2.0000,16.0000
La Carmela,12,5,13.0000,12.0000,4.0000,9.0000,3.0000,9.0000,,12.0000
Del Tejar,4,3,1.0000,3.0000,1.0000,,,3.0000,,2.0000
Floresta,23,4,2.0000,14.0000,1.0000,1.0000,5.0000,9.0000,,13.0000
Los Incas,12,2,8.0000,2.0000,5.0000,3.0000,,2.0000,,2.0000
Olivos,20,7,2.0000,23.0000,2.0000,,3.0000,20.0000,,17.0000
Maschwitz,23,6,1.0000,,1.0000,,,,,
Floresta,2,4,4.0000,10.0000,3.0000,1.0000,5.0000,5.0000,,10.0000
Villa Luro,2,4,9.0000,13.0000,3.0000,6.0000,,13.0000,1.0000,10.0000
Rosario Sur,10,4,6.0000,,3.0000,3.0000,,,,
La Bandera,20,5,9.0000,61.0000,5.0000,4.0000,,61.0000,,61.0000
La Carmela,17,7,11.0000,2.0000,4.0000,7.0000,,2.0000,1.0000,2.0000
Dialogos,2,1,10.0000,15.0000,8.0000,2.0000,1.0000,14.0000,1.0000,9.0000
Pilar,0,5,7.0000,12.0000,4.0000,3.0000,2.0000,10.0000,2.0000,12.0000
Bulnes,15,7,3.0000,10.0000,,3.0000,,10.0000,2.0000,10.0000
Maschwitz,12,1,3.0000,,,3.0000,,,,
Zarate,20,2,8.0000,4.0000,5.0000,3.0000,,4.0000,,4.0000
Bulnes,6,1,1.0000,,,1.0000,,,,
Olivos,1,3,9.0000,7.0000,9.0000,,5.0000,2.0000,,7.0000
Pilar,23,5,10.0000,15.0000,2.0000,8.0000,,15.0000,3.0000,14.0000
Del Tejar,5,6,11.0000,10.0000,4.0000,7.0000,3.0000,7.0000,2.0000,9.0000
Zarate,17,2,14.0000,1.0000,7.0000,7.0000,,1.0000,1.0000,1.0000
Rosario Sur,0,6,1.0000,,,1.0000,,,,
Villa Luro,4,4,7.0000,3.0000,5.0000,2.0000,1.0000,2.0000,2.0000,2.0000
Garay,2,7,11.0000,33.0000,3.0000,8.0000,8.0000,25.0000,4.0000,21.0000
Buen Ayre,3,7,22.0000,14.0000,6.0000,16.0000,4.0000,10.0000,6.0000,10.0000
America,4,4,8.0000,14.0000,3.0000,5.0000,4.0000,10.0000,1.0000,8.0000
Centenera,0,4,3.0000,6.0000,,3.0000,3.0000,3.0000,,6.0000
Alberdi,22,5,4.0000,,1.0000,3.0000,,,,
Los Incas,12,7,9.0000,,4.0000,5.0000,,,,
Floresta,23,5,1.0000,11.0000,,1.0000,1.0000,10.0000,1.0000,11.0000
Cabildo,15,7,4.0000,11.0000,1.0000,3.0000,1.0000,10.0000,,11.0000
San Isidro,2,2,6.0000,6.0000,4.0000,2.0000,1.0000,5.0000,,6.0000
Trelles,2,2,2.0000,8.0000,,2.0000,1.0000,7.0000,1.0000,4.0000
Centenera,20,5,4.0000,12.0000,1.0000,3.0000,2.0000,10.0000,1.0000,10.0000
Alberdi,9,7,10.0000,,2.0000,8.0000,,,,
Centenera,5,1,12.0000,5.0000,7.0000,5.0000,,5.0000,5.0000,5.0000
Boulevard,5,1,6.0000,3.0000,4.0000,2.0000,,3.0000,,2.0000
Quilmes,2,3,1.0000,6.0000,,1.0000,,6.0000,,6.0000
Las Heras,22,6,4.0000,3.0000,3.0000,1.0000,1.0000,2.0000,,3.0000
Cabildo,18,2,12.0000,7.0000,3.0000,9.0000,,7.0000,,7.0000
America,4,3,5.0000,3.0000,4.0000,1.0000,,3.0000,1.0000,1.0000
Quilmes,2,5,2.0000,7.0000,1.0000,1.0000,1.0000,6.0000,,7.0000
Los Incas,1,5,3.0000,,3.0000,,,,,
Alberdi,12,5,3.0000,,1.0000,2.0000,,,,
Rosario Sur,18,3,2.0000,,2.0000,,,,,
Alberdi,21,3,4.0000,,3.0000,1.0000,,,,
Villa Allende,23,5,2.0000,2.0000,,2.0000,,2.0000,,
Dialogos,4,6,3.0000,,2.0000,1.0000,,,,
Rosario Sur,19,2,1.0000,,1.0000,,,,,
Alberdi,11,6,3.0000,1.0000,2.0000,1.0000,,1.0000,,
La Carmela,21,4,3.0000,5.0000,1.0000,2.0000,,5.0000,,5.0000
OPERADOR LOGISTICO 2,11,4,,24.0000,,,,24.0000,,24.0000
Rosario Sur,14,5,2.0000,,,2.0000,,,,
Alberdi,20,7,3.0000,,3.0000,,,,,
Los Incas,3,1,3.0000,,1.0000,2.0000,,,,
Cabildo,22,1,1.0000,1.0000,1.0000,,,1.0000,,1.0000
Villa Allende,5,4,,2.0000,,,,2.0000,,1.0000
Alberdi,13,1,1.0000,,1.0000,,,,,
Maschwitz,22,7,1.0000,,1.0000,,,,,
Lima,5,5,76.0000,31.0000,28.0000,48.0000,12.0000,19.0000,30.0000,25.0000
Quilmes,3,2,6.0000,8.0000,,6.0000,1.0000,7.0000,1.0000,6.0000
Arroyo Seco,4,3,122.0000,32.0000,61.0000,61.0000,15.0000,17.0000,33.0000,27.0000
Parque Sarmiento,11,1,14.0000,31.0000,9.0000,5.0000,3.0000,28.0000,,22.0000
Parque Sarmiento,12,3,10.0000,30.0000,1.0000,9.0000,2.0000,28.0000,3.0000,22.0000
Parque Sarmiento,19,7,6.0000,28.0000,1.0000,5.0000,3.0000,25.0000,1.0000,23.0000
El Arco,23,7,4.0000,52.0000,2.0000,2.0000,2.0000,50.0000,1.0000,42.0000
Alvear,17,3,42.0000,162.0000,10.0000,32.0000,18.0000,144.0000,7.0000,111.0000
Fisherton,12,7,18.0000,153.0000,7.0000,11.0000,1.0000,152.0000,3.0000,151.0000
Bonpland,6,1,32.0000,32.0000,17.0000,15.0000,6.0000,26.0000,9.0000,20.0000
Lima,3,3,64.0000,24.0000,21.0000,43.0000,2.0000,22.0000,27.0000,16.0000
El Club,21,6,19.0000,69.0000,10.0000,9.0000,12.0000,57.0000,2.0000,52.0000
Arroyo Seco,3,6,133.0000,58.0000,53.0000,80.0000,14.0000,44.0000,44.0000,38.0000
Amanecer,7,2,60.0000,43.0000,29.0000,31.0000,19.0000,24.0000,7.0000,36.0000
Floresta,6,6,55.0000,20.0000,8.0000,47.0000,7.0000,13.0000,10.0000,17.0000
Gral Paz Provincia,13,5,20.0000,98.0000,7.0000,13.0000,6.0000,92.0000,2.0000,58.0000
Alvear,8,6,153.0000,142.0000,70.0000,83.0000,36.0000,106.0000,26.0000,111.0000
Arroyo Seco,8,4,237.0000,128.0000,136.0000,101.0000,41.0000,87.0000,36.0000,103.0000
Maipu,8,7,21.0000,15.0000,21.0000,,,15.0000,,15.0000
Buen Ayre,8,6,297.0000,169.0000,160.0000,137.0000,25.0000,144.0000,32.0000,114.0000
Luis Viale,7,7,16.0000,29.0000,6.0000,10.0000,2.0000,27.0000,7.0000,13.0000
Alsina,1,2,11.0000,40.0000,3.0000,8.0000,5.0000,35.0000,,32.0000
Arroyo Seco,0,1,83.0000,37.0000,38.0000,45.0000,9.0000,28.0000,21.0000,34.0000
Olivos,2,5,8.0000,5.0000,8.0000,,,5.0000,,5.0000
Garay,15,1,13.0000,29.0000,5.0000,8.0000,2.0000,27.0000,5.0000,21.0000
Lima,21,4,35.0000,21.0000,12.0000,23.0000,7.0000,14.0000,11.0000,13.0000
Luis Viale,19,4,11.0000,31.0000,6.0000,5.0000,2.0000,29.0000,2.0000,17.0000
Gutierrez,11,7,24.0000,27.0000,7.0000,17.0000,5.0000,22.0000,7.0000,22.0000
Parque Sarmiento,5,1,9.0000,5.0000,6.0000,3.0000,1.0000,4.0000,1.0000,5.0000
Centenera,14,5,6.0000,26.0000,1.0000,5.0000,3.0000,23.0000,3.0000,15.0000
AUBASA LP-BA,4,2,49.0000,6.0000,11.0000,38.0000,,6.0000,22.0000,5.0000
Fisherton,17,2,16.0000,279.0000,4.0000,12.0000,1.0000,278.0000,4.0000,273.0000
Gutierrez,12,1,12.0000,13.0000,7.0000,5.0000,6.0000,7.0000,2.0000,11.0000
El Arco,0,1,16.0000,57.0000,7.0000,9.0000,4.0000,53.0000,7.0000,48.0000
America,10,2,19.0000,77.0000,8.0000,11.0000,6.0000,71.0000,3.0000,56.0000
AUBASA LP-BA,7,1,84.0000,14.0000,36.0000,48.0000,4.0000,10.0000,10.0000,13.0000
La Carmela,23,4,11.0000,4.0000,3.0000,8.0000,1.0000,3.0000,,4.0000
Santa Rita,7,7,26.0000,20.0000,13.0000,13.0000,9.0000,11.0000,4.0000,19.0000
Amanecer,6,4,47.0000,80.0000,24.0000,23.0000,7.0000,73.0000,11.0000,73.0000
Arroyo Seco,0,4,69.0000,24.0000,28.0000,41.0000,8.0000,16.0000,16.0000,20.0000
Laferrere,4,7,17.0000,6.0000,4.0000,13.0000,1.0000,5.0000,8.0000,6.0000
Cabildo,22,2,,4.0000,,,2.0000,2.0000,,4.0000
Lima,2,3,44.0000,22.0000,14.0000,30.0000,3.0000,19.0000,20.0000,17.0000
Buen Ayre,8,5,292.0000,194.0000,119.0000,173.0000,34.0000,160.0000,36.0000,120.0000
Gral Paz Capital,5,6,93.0000,28.0000,43.0000,50.0000,4.0000,24.0000,7.0000,24.0000
El Club,10,7,77.0000,127.0000,30.0000,47.0000,22.0000,105.0000,11.0000,93.0000
Gral Paz Provincia,6,3,129.0000,70.0000,71.0000,58.0000,13.0000,57.0000,14.0000,58.0000
San Isidro,18,4,24.0000,82.0000,10.0000,14.0000,20.0000,62.0000,1.0000,79.0000
Gral Paz Capital,12,1,40.0000,56.0000,16.0000,24.0000,4.0000,52.0000,7.0000,44.0000
America,6,7,26.0000,17.0000,11.0000,15.0000,3.0000,14.0000,3.0000,12.0000
Fisherton,15,4,22.0000,184.0000,4.0000,18.0000,,184.0000,8.0000,183.0000
Olivos,17,4,18.0000,31.0000,15.0000,3.0000,11.0000,20.0000,,30.0000
Del Tejar,22,6,4.0000,17.0000,2.0000,2.0000,3.0000,14.0000,,13.0000
Maipu,11,3,6.0000,58.0000,5.0000,1.0000,19.0000,39.0000,,58.0000
Centenera,12,5,10.0000,32.0000,8.0000,2.0000,3.0000,29.0000,1.0000,19.0000
Bonpland,21,5,21.0000,50.0000,13.0000,8.0000,2.0000,48.0000,4.0000,31.0000
Fisherton,11,4,21.0000,290.0000,6.0000,15.0000,5.0000,285.0000,2.0000,282.0000
Del Tejar,8,2,99.0000,75.0000,79.0000,20.0000,16.0000,59.0000,,64.0000
El Club,8,5,100.0000,168.0000,36.0000,64.0000,33.0000,135.0000,16.0000,93.0000
Villa Luro,11,3,37.0000,95.0000,10.0000,27.0000,9.0000,86.0000,8.0000,74.0000
Floresta,1,3,7.0000,10.0000,,7.0000,1.0000,9.0000,1.0000,10.0000
Fisherton,16,2,16.0000,179.0000,3.0000,13.0000,,179.0000,3.0000,177.0000
Trelles,15,3,8.0000,37.0000,4.0000,4.0000,2.0000,35.0000,2.0000,24.0000
Gutierrez,17,3,16.0000,38.0000,9.0000,7.0000,5.0000,33.0000,3.0000,27.0000
Garay,10,3,24.0000,89.0000,11.0000,13.0000,9.0000,80.0000,4.0000,70.0000
Trelles,19,1,9.0000,18.0000,2.0000,7.0000,,18.0000,4.0000,13.0000
Buen Ayre,7,2,210.0000,97.0000,108.0000,102.0000,28.0000,69.0000,30.0000,82.0000
Gral Paz Provincia,19,3,37.0000,57.0000,21.0000,16.0000,10.0000,47.0000,3.0000,51.0000
La Carmela,6,3,37.0000,22.0000,21.0000,16.0000,3.0000,19.0000,,21.0000
Ovidio Lagos,12,7,8.0000,42.0000,3.0000,5.0000,3.0000,39.0000,,42.0000
AUBASA BA-LP,1,7,41.0000,49.0000,18.0000,23.0000,7.0000,42.0000,9.0000,40.0000
Pilar,2,2,6.0000,3.0000,2.0000,4.0000,,3.0000,1.0000,3.0000
Garay,4,5,10.0000,17.0000,2.0000,8.0000,2.0000,15.0000,2.0000,14.0000
Parque Sarmiento,16,7,18.0000,24.0000,7.0000,11.0000,,24.0000,4.0000,21.0000
Lima,15,7,189.0000,182.0000,67.0000,122.0000,27.0000,155.0000,47.0000,134.0000
Arroyo Seco,8,2,323.0000,113.0000,182.0000,141.0000,29.0000,84.0000,59.0000,89.0000
Fisherton,0,1,15.0000,141.0000,7.0000,8.0000,17.0000,124.0000,6.0000,110.0000
Santa Rita,9,4,32.0000,62.0000,12.0000,20.0000,18.0000,44.0000,10.0000,54.0000
El Arco,23,1,5.0000,42.0000,1.0000,4.0000,4.0000,38.0000,1.0000,27.0000
Zarate Brazo Largo,7,3,40.0000,9.0000,24.0000,16.0000,,9.0000,8.0000,5.0000
AUBASA LP-BA,14,4,52.0000,81.0000,11.0000,41.0000,4.0000,77.0000,13.0000,54.0000
El Arco,11,7,19.0000,44.0000,10.0000,9.0000,3.0000,41.0000,7.0000,28.0000
Bonpland,20,4,17.0000,44.0000,6.0000,11.0000,7.0000,37.0000,5.0000,34.0000
Alsina,2,7,16.0000,33.0000,14.0000,2.0000,9.0000,24.0000,,27.0000
Luis Viale,3,3,10.0000,18.0000,3.0000,7.0000,2.0000,16.0000,1.0000,13.0000
Gral Paz Provincia,23,3,31.0000,28.0000,6.0000,25.0000,3.0000,25.0000,4.0000,19.0000
Santa Rita,11,6,13.0000,69.0000,7.0000,6.0000,11.0000,58.0000,4.0000,60.0000
Parque Sarmiento,12,4,11.0000,44.0000,5.0000,6.0000,7.0000,37.0000,1.0000,31.0000
America,19,5,6.0000,69.0000,1.0000,5.0000,2.0000,67.0000,2.0000,45.0000
Florencio Varela,10,2,35.0000,46.0000,18.0000,17.0000,1.0000,45.0000,3.0000,37.0000
AUBASA LP-BA,10,4,151.0000,104.0000,59.0000,92.0000,11.0000,93.0000,22.0000,80.0000
Las Heras,8,3,69.0000,36.0000,35.0000,34.0000,8.0000,28.0000,19.0000,36.0000
Fisherton,10,1,29.0000,300.0000,16.0000,13.0000,1.0000,299.0000,1.0000,297.0000
Olivos,10,5,30.0000,63.0000,11.0000,19.0000,5.0000,58.0000,,63.0000
Quilmes,20,6,3.0000,25.0000,3.0000,,2.0000,23.0000,,25.0000
Villa Allende,19,4,5.0000,38.0000,,5.0000,,38.0000,2.0000,32.0000
Del Tejar,7,4,93.0000,44.0000,72.0000,21.0000,22.0000,22.0000,,38.0000
Congreso,10,3,23.0000,83.0000,10.0000,13.0000,9.0000,74.0000,3.0000,75.0000
Alvear,17,7,39.0000,115.0000,15.0000,24.0000,15.0000,100.0000,10.0000,91.0000
Florencio Varela,10,4,26.0000,27.0000,14.0000,12.0000,6.0000,21.0000,5.0000,22.0000
Buen Ayre,5,3,81.0000,14.0000,39.0000,42.0000,2.0000,12.0000,12.0000,11.0000
Las Heras,18,1,30.0000,26.0000,9.0000,21.0000,2.0000,24.0000,8.0000,26.0000
Arroyo Seco,7,5,285.0000,90.0000,181.0000,104.0000,20.0000,70.0000,25.0000,75.0000
America,11,2,21.0000,54.0000,13.0000,8.0000,3.0000,51.0000,2.0000,35.0000
Buen Ayre,14,7,36.0000,96.0000,5.0000,31.0000,5.0000,91.0000,7.0000,47.0000
Amanecer,14,7,13.0000,32.0000,8.0000,5.0000,4.0000,28.0000,2.0000,31.0000
Alvear,22,5,16.0000,59.0000,7.0000,9.0000,8.0000,51.0000,1.0000,44.0000
Garay,6,2,41.0000,28.0000,32.0000,9.0000,7.0000,21.0000,5.0000,22.0000
Pilar,10,3,26.0000,58.0000,19.0000,7.0000,15.0000,43.0000,1.0000,53.0000
El Club,12,7,41.0000,93.0000,10.0000,31.0000,11.0000,82.0000,5.0000,77.0000
Gral Paz Capital,11,5,66.0000,132.0000,30.0000,36.0000,13.0000,119.0000,8.0000,111.0000
Arroyo Seco,13,6,142.0000,137.0000,57.0000,85.0000,10.0000,127.0000,35.0000,99.0000
Del Tejar,1,7,19.0000,22.0000,18.0000,1.0000,5.0000,17.0000,,18.0000
Trelles,13,6,12.0000,29.0000,2.0000,10.0000,,29.0000,3.0000,25.0000
Lima,12,3,55.0000,68.0000,21.0000,34.0000,11.0000,57.0000,10.0000,53.0000
Las Heras,4,2,9.0000,9.0000,,9.0000,2.0000,7.0000,2.0000,9.0000
Villa Luro,1,4,10.0000,18.0000,4.0000,6.0000,1.0000,17.0000,2.0000,10.0000
Bonpland,16,1,17.0000,55.0000,3.0000,14.0000,3.0000,52.0000,4.0000,34.0000
Las Heras,16,3,20.0000,26.0000,8.0000,12.0000,3.0000,23.0000,5.0000,25.0000
San Isidro,6,3,51.0000,50.0000,32.0000,19.0000,4.0000,46.0000,3.0000,45.0000
La Bandera,22,6,,20.0000,,,2.0000,18.0000,,19.0000
Gral Paz Provincia,15,3,38.0000,110.0000,11.0000,27.0000,6.0000,104.0000,8.0000,80.0000
Lima,12,2,86.0000,85.0000,24.0000,62.0000,9.0000,76.0000,26.0000,59.0000
La Bandera,7,1,13.0000,10.0000,5.0000,8.0000,2.0000,8.0000,6.0000,10.0000
Bonpland,3,5,2.0000,35.0000,2.0000,,9.0000,26.0000,,30.0000
Amanecer,2,2,10.0000,6.0000,,10.0000,1.0000,5.0000,3.0000,6.0000
Maipu,13,4,4.0000,30.0000,4.0000,,1.0000,29.0000,,29.0000
Ovidio Lagos,19,4,5.0000,59.0000,,5.0000,,59.0000,,59.0000
Gral Paz Capital,6,2,124.0000,29.0000,71.0000,53.0000,5.0000,24.0000,11.0000,23.0000
Florencio Varela,13,4,6.0000,44.0000,2.0000,4.0000,6.0000,38.0000,1.0000,33.0000
Maschwitz,7,7,58.0000,,29.0000,29.0000,,,,
Gral Paz Capital,7,7,139.0000,27.0000,82.0000,57.0000,8.0000,19.0000,18.0000,20.0000
La Carmela,2,5,13.0000,9.0000,3.0000,10.0000,,9.0000,,9.0000
Zarate Brazo Largo,14,2,18.0000,20.0000,5.0000,13.0000,1.0000,19.0000,6.0000,9.0000
Buen Ayre,19,1,71.0000,83.0000,30.0000,41.0000,20.0000,63.0000,7.0000,67.0000
Santa Fe,12,2,6.0000,11.0000,2.0000,4.0000,3.0000,8.0000,2.0000,9.0000
Maipu,9,7,18.0000,14.0000,18.0000,,3.0000,11.0000,,14.0000
Trelles,8,7,25.0000,17.0000,13.0000,12.0000,3.0000,14.0000,4.0000,16.0000
Laferrere,22,5,5.0000,6.0000,3.0000,2.0000,,6.0000,2.0000,6.0000
Alvear,17,5,50.0000,122.0000,19.0000,31.0000,7.0000,115.0000,7.0000,88.0000
Villa Luro,11,5,36.0000,96.0000,13.0000,23.0000,6.0000,90.0000,4.0000,71.0000
Trelles,12,3,10.0000,12.0000,1.0000,9.0000,1.0000,11.0000,4.0000,8.0000
Olivos,23,6,9.0000,16.0000,9.0000,,,16.0000,,15.0000
America,12,2,12.0000,42.0000,6.0000,6.0000,1.0000,41.0000,1.0000,29.0000
Las Heras,14,5,16.0000,28.0000,1.0000,15.0000,2.0000,26.0000,10.0000,27.0000
America,5,4,10.0000,14.0000,4.0000,6.0000,2.0000,12.0000,4.0000,9.0000
Emilio Castro,9,7,42.0000,12.0000,23.0000,19.0000,2.0000,10.0000,6.0000,9.0000
Dialogos,14,7,7.0000,16.0000,3.0000,4.0000,2.0000,14.0000,1.0000,15.0000
Gral Paz Provincia,21,7,16.0000,31.0000,4.0000,12.0000,3.0000,28.0000,4.0000,20.0000
Alvear,12,3,31.0000,119.0000,11.0000,20.0000,12.0000,107.0000,3.0000,87.0000
Lima,7,2,194.0000,86.0000,105.0000,89.0000,19.0000,67.0000,39.0000,63.0000
Gral Paz Capital,2,5,31.0000,17.0000,11.0000,20.0000,1.0000,16.0000,7.0000,15.0000
America,16,1,6.0000,60.0000,1.0000,5.0000,1.0000,59.0000,2.0000,48.0000
Olivos,13,6,7.0000,27.0000,4.0000,3.0000,6.0000,21.0000,,26.0000
Olivos,10,4,22.0000,87.0000,11.0000,11.0000,9.0000,78.0000,1.0000,83.0000
Maschwitz,6,6,26.0000,,14.0000,12.0000,,,,
Trelles,7,3,56.0000,25.0000,25.0000,31.0000,,25.0000,4.0000,23.0000
Quilmes,9,3,29.0000,57.0000,8.0000,21.0000,9.0000,48.0000,,57.0000
Parque Sarmiento,11,4,27.0000,63.0000,12.0000,15.0000,8.0000,55.0000,4.0000,46.0000
Villa Allende,9,7,34.0000,31.0000,3.0000,31.0000,,31.0000,10.0000,26.0000
