estacion,hora,dia_semana,q_cafes_llevar_algo_bakery_negro1,q_cafes_local_algo_bakery_negro1
AUBASA LP-BA,1,4,1.0000,4.0000
Boulevard,19,5,3.0000,4.0000
Luis Viale,14,3,2.0000,21.0000
Arroyo Seco,6,4,83.0000,63.0000
Florencio Varela,13,5,,8.0000
Del Tejar,10,4,2.0000,19.0000
Ovidio Lagos,15,7,,
AUBASA BA-LP,11,3,17.0000,64.0000
Arroyo Seco,5,6,53.0000,32.0000
Villa Allende,12,7,4.0000,26.0000
Bulnes,20,6,,3.0000
Amanecer,10,7,19.0000,15.0000
America,10,7,8.0000,38.0000
Del Tejar,15,1,,3.0000
Florencio Varela,5,3,15.0000,
Fisherton,7,4,35.0000,6.0000
El Club,18,7,5.0000,29.0000
Fisherton,6,3,33.0000,4.0000
Zarate,12,7,,
Fisherton,10,6,8.0000,1.0000
Centenera,19,4,3.0000,1.0000
Quilmes,14,6,,
Garay,18,7,,10.0000
Arroyo Seco,11,3,44.0000,83.0000
Lima,5,2,56.0000,39.0000
San Isidro,8,6,32.0000,44.0000
AUBASA LP-BA,10,6,30.0000,72.0000
Lima,18,6,81.0000,76.0000
Alvear,22,3,2.0000,3.0000
La Bandera,9,7,31.0000,
Lima,23,6,4.0000,12.0000
Bonpland,18,1,3.0000,23.0000
Buen Ayre,18,4,18.0000,58.0000
Fisherton,5,3,44.0000,5.0000
Luis Viale,16,2,2.0000,17.0000
Alvear,15,3,1.0000,35.0000
Del Tejar,10,7,,21.0000
Luis Viale,12,7,5.0000,14.0000
Bonpland,8,3,12.0000,68.0000
El Arco,20,2,1.0000,9.0000
America,13,5,4.0000,8.0000
Emilio Castro,6,4,10.0000,1.0000
CORS Alem,8,4,12.0000,
El Arco,16,2,3.0000,11.0000
El Arco,5,4,41.0000,7.0000
Arroyo Seco,4,2,28.0000,7.0000
Quilmes,14,2,1.0000,
Alvear,15,5,1.0000,20.0000
Trelles,16,3,4.0000,17.0000
Boulevard,15,6,,12.0000
Las Heras,15,3,4.0000,
Florencio Varela,5,2,15.0000,
AUBASA BA-LP,10,4,42.0000,97.0000
AUBASA LP-BA,16,7,7.0000,68.0000
Arroyo Seco,20,4,8.0000,12.0000
Trelles,10,2,,13.0000
Boulevard,8,4,14.0000,16.0000
Trelles,13,7,2.0000,7.0000
Luis Viale,0,4,,2.0000
Santa Rita,6,4,14.0000,6.0000
Garay,2,1,,2.0000
Arroyo Seco,16,5,51.0000,73.0000
Cabildo,12,2,,
El Arco,17,3,5.0000,28.0000
Zarate,17,3,,
Gral Paz Provincia,19,5,4.0000,19.0000
Olivos,7,5,4.0000,5.0000
Bonpland,3,4,,2.0000
Florencio Varela,7,4,8.0000,16.0000
Cabildo,11,6,,
El Club,23,1,,
America,22,5,,2.0000
Santa Fe,20,4,,
Florencio Varela,15,7,,1.0000
El Club,4,1,3.0000,7.0000
Emilio Castro,21,1,,
Dialogos,5,1,1.0000,13.0000
Maipu,18,7,,1.0000
La Carmela,14,1,,2.0000
Zarate Brazo Largo,12,3,3.0000,8.0000
Dialogos,13,3,10.0000,3.0000
Boulevard,1,6,,
Florencio Varela,16,4,2.0000,3.0000
Maipu,19,7,,
San Isidro,3,3,,1.0000
Bulnes,10,1,1.0000,2.0000
AUBASA BA-LP,3,5,2.0000,
Santa Rita,20,6,,1.0000
Parque Sarmiento,7,1,8.0000,11.0000
Centenera,20,2,1.0000,
Florencio Varela,4,7,11.0000,1.0000
AUBASA BA-LP,13,2,7.0000,9.0000
San Isidro,13,1,2.0000,2.0000
Buen Ayre,23,6,,1.0000
Garay,15,5,11.0000,20.0000
Amanecer,21,1,,1.0000
Luis Viale,19,1,,8.0000
Cabildo,16,6,,
Arroyo Seco,13,3,14.0000,21.0000
Zarate Brazo Largo,13,4,1.0000,1.0000
Buen Ayre,2,5,2.0000,2.0000
Floresta,19,4,,1.0000
Luis Viale,19,5,1.0000,10.0000
Santa Rita,19,5,2.0000,3.0000
Garay,2,5,,2.0000
Alvear,20,1,6.0000,8.0000
Emilio Castro,21,5,,
AUBASA LP-BA,14,1,4.0000,12.0000
Alsina,2,3,,2.0000
Gutierrez,11,5,5.0000,25.0000
Los Incas,16,4,,
Gutierrez,17,7,,30.0000
Emilio Castro,19,2,2.0000,
Gutierrez,19,1,3.0000,10.0000
Amanecer,18,4,1.0000,2.0000
Santa Fe,10,6,6.0000,7.0000
Gral Paz Provincia,1,4,1.0000,3.0000
San Isidro,12,7,4.0000,12.0000
Alvear,23,1,2.0000,2.0000
Fisherton,23,6,1.0000,1.0000
Congreso,6,7,3.0000,6.0000
Bonpland,13,5,1.0000,22.0000
Santa Fe,9,2,6.0000,4.0000
Alsina,16,4,,13.0000
Zarate Brazo Largo,18,6,12.0000,21.0000
Boulevard,20,3,1.0000,2.0000
Fisherton,3,4,1.0000,3.0000
Emilio Castro,18,5,1.0000,1.0000
Villa Allende,14,6,3.0000,5.0000
La Carmela,0,4,,
Quilmes,18,7,,3.0000
Floresta,16,6,1.0000,3.0000
Alvear,3,5,4.0000,4.0000
CORS Alem,11,5,8.0000,
Zarate,15,2,,
Parque Sarmiento,13,1,,2.0000
Emilio Castro,3,1,,1.0000
Zarate,17,4,,
Olivos,18,7,,15.0000
Maipu,22,5,,
Florencio Varela,23,7,2.0000,1.0000
Pilar,13,1,,
Gral Paz Capital,13,7,3.0000,11.0000
Amanecer,6,6,18.0000,14.0000
CORS Alem,14,5,8.0000,
Gral Paz Provincia,3,2,,10.0000
Villa Allende,13,2,6.0000,8.0000
Parque Sarmiento,22,7,3.0000,3.0000
Cabildo,14,2,,
El Arco,16,7,3.0000,3.0000
Trelles,0,1,2.0000,6.0000
Pilar,14,7,,
Boulevard,17,7,5.0000,16.0000
Boulevard,21,3,,
La Carmela,4,6,,1.0000
Garay,3,2,,
Santa Rita,2,4,,
Bulnes,13,7,,2.0000
Villa Luro,3,1,2.0000,10.0000
Villa Allende,14,4,2.0000,11.0000
Emilio Castro,4,6,,
Pilar,18,5,,2.0000
Ovidio Lagos,5,2,,
Laferrere,21,1,,
Pilar,6,7,2.0000,5.0000
Laferrere,4,2,2.0000,
Dialogos,22,1,,
Maipu,17,7,,
Zarate,21,4,,
Villa Luro,19,7,2.0000,13.0000
La Carmela,4,1,,
Del Tejar,1,5,,3.0000
Gral Paz Provincia,2,2,2.0000,14.0000
Cabildo,13,2,,
Del Tejar,18,2,,10.0000
El Club,21,7,,4.0000
Del Tejar,22,4,,5.0000
Emilio Castro,15,6,3.0000,
Gral Paz Capital,23,7,,1.0000
Ovidio Lagos,4,7,,
Bonpland,13,2,2.0000,20.0000
Bulnes,18,4,,7.0000
Congreso,0,4,1.0000,1.0000
Gral Paz Capital,2,7,,3.0000
Trelles,14,7,,11.0000
Laferrere,6,4,1.0000,
Luis Viale,19,2,3.0000,5.0000
Congreso,11,5,4.0000,13.0000
Los Incas,2,6,,
La Carmela,21,1,,
Zarate Brazo Largo,0,4,2.0000,
Zarate Brazo Largo,23,7,,3.0000
Emilio Castro,23,4,,
Santa Rita,3,5,1.0000,1.0000
Laferrere,20,5,,
Alsina,3,4,,2.0000
Cabildo,20,3,,
Amanecer,15,7,6.0000,2.0000
Amanecer,22,3,,
Las Heras,3,6,,
Luis Viale,0,1,,7.0000
Cabildo,14,5,,
Bulnes,21,7,,
Gutierrez,1,5,,
Quilmes,16,7,,
Santa Rita,21,5,,
Del Tejar,23,2,,2.0000
El Club,3,5,,3.0000
Parque Sarmiento,4,6,,
El Arco,21,4,,1.0000
Trelles,22,4,,4.0000
Parque Sarmiento,22,2,,
Gutierrez,23,5,,
Villa Allende,23,6,,1.0000
El Club,5,7,5.0000,9.0000
Santa Fe,15,4,1.0000,
La Carmela,19,4,,
CORS EVENTOS,19,4,,
Zarate,4,4,,
Rivadavia,10,4,,
Luis Viale,4,5,4.0000,1.0000
Emilio Castro,0,6,,
Maipu,12,1,,
Ovidio Lagos,2,5,,
Centenera,22,2,,2.0000
Amanecer,3,7,,4.0000
AUBASA LP-BA,2,5,3.0000,1.0000
America,1,1,,3.0000
Maipu,3,6,,
Quilmes,14,3,,
La Bandera,15,1,1.0000,
Zarate,1,2,,
Pilar,21,2,,
Laferrere,23,6,,
Los Incas,20,3,,
Laferrere,16,7,,
CORS EVENTOS,18,4,,
Quilmes,23,4,2.0000,
America,22,1,,3.0000
Garay,0,3,1.0000,
Zarate,22,4,,
Trelles,20,2,2.0000,4.0000
Floresta,2,3,1.0000,
Cabildo,14,4,,
Congreso,22,5,2.0000,5.0000
Zarate,14,7,,
Laferrere,23,7,,
Olivos,22,2,,
Bulnes,21,6,,
Pilar,2,5,,
Boulevard,3,4,,
Laferrere,2,7,,
Florencio Varela,2,3,,
El Arco,2,7,4.0000,6.0000
CORS EVENTOS,14,4,,
Los Incas,23,5,,
Zarate,23,5,,
Boulevard,4,7,1.0000,
Congreso,2,3,,2.0000
Los Incas,19,1,,
Dialogos,1,3,,
Boulevard,3,1,,
Florencio Varela,1,6,4.0000,
El Arco,2,3,1.0000,2.0000
Emilio Castro,21,2,,
Maipu,3,3,,
Boulevard,2,1,1.0000,
Boulevard,0,1,,
Centenera,2,1,,1.0000
Zarate,21,6,,
Rivadavia,13,4,,
Villa Allende,23,7,,1.0000
CORS EVENTOS,17,1,,
Lima,10,3,79.0000,156.0000
Buen Ayre,3,1,2.0000,5.0000
Pilar,6,4,1.0000,3.0000
Villa Luro,8,5,14.0000,43.0000
Gral Paz Capital,4,5,11.0000,8.0000
Gral Paz Provincia,6,1,17.0000,24.0000
Arroyo Seco,9,1,76.0000,127.0000
Lima,19,2,32.0000,55.0000
Floresta,6,2,6.0000,5.0000
Gral Paz Capital,7,5,11.0000,26.0000
Santa Fe,12,1,,
AUBASA BA-LP,16,7,14.0000,29.0000
Olivos,16,3,,16.0000
AUBASA LP-BA,20,4,3.0000,4.0000
Florencio Varela,16,2,,2.0000
Alsina,9,4,2.0000,19.0000
Ovidio Lagos,11,1,1.0000,
Centenera,4,6,1.0000,1.0000
Villa Luro,2,7,,8.0000
Centenera,15,4,5.0000,6.0000
Emilio Castro,11,2,2.0000,1.0000
Del Tejar,22,7,,2.0000
Gral Paz Capital,1,7,2.0000,4.0000
Las Heras,11,2,9.0000,
Las Heras,15,1,2.0000,
Pilar,8,5,,14.0000
AUBASA BA-LP,1,6,3.0000,5.0000
Zarate,11,5,,1.0000
Gral Paz Capital,10,6,14.0000,44.0000
AUBASA BA-LP,20,6,7.0000,13.0000
Amanecer,20,2,,1.0000
Quilmes,9,5,,9.0000
Del Tejar,9,2,,23.0000
Gral Paz Capital,8,6,23.0000,41.0000
Olivos,17,5,,11.0000
Villa Allende,10,7,23.0000,55.0000
Alvear,19,1,6.0000,27.0000
Buen Ayre,16,6,10.0000,65.0000
Gral Paz Capital,19,4,6.0000,21.0000
Garay,14,6,7.0000,10.0000
Santa Rita,14,6,1.0000,5.0000
El Club,3,7,1.0000,3.0000
Bonpland,10,1,9.0000,29.0000
Trelles,17,6,6.0000,7.0000
Luis Viale,11,2,5.0000,18.0000
La Carmela,10,5,2.0000,
Florencio Varela,8,7,9.0000,21.0000
Congreso,23,7,3.0000,2.0000
Garay,0,4,,2.0000
Floresta,19,2,2.0000,1.0000
Parque Sarmiento,11,3,4.0000,38.0000
Bulnes,12,7,1.0000,7.0000
Alsina,13,1,6.0000,3.0000
Garay,11,5,9.0000,15.0000
Alvear,6,2,13.0000,70.0000
Gral Paz Provincia,11,6,9.0000,41.0000
Laferrere,19,6,1.0000,1.0000
Gral Paz Capital,11,2,11.0000,27.0000
Arroyo Seco,12,3,11.0000,39.0000
Cabildo,7,3,,
Congreso,11,7,8.0000,14.0000
La Carmela,13,2,,
La Carmela,9,5,,1.0000
Alsina,21,5,1.0000,5.0000
Buen Ayre,11,4,15.0000,83.0000
Ovidio Lagos,9,4,1.0000,4.0000
Villa Allende,12,3,3.0000,11.0000
Floresta,15,2,1.0000,7.0000
Del Tejar,17,7,3.0000,9.0000
Ovidio Lagos,5,1,,
Del Tejar,20,4,,4.0000
Zarate Brazo Largo,13,3,2.0000,9.0000
Gral Paz Provincia,4,2,25.0000,27.0000
AUBASA BA-LP,5,5,19.0000,13.0000
Gutierrez,18,4,,8.0000
Buen Ayre,20,4,2.0000,6.0000
Alsina,14,7,3.0000,4.0000
Maipu,5,5,,
Centenera,7,6,14.0000,12.0000
El Arco,13,2,2.0000,10.0000
Boulevard,7,1,3.0000,8.0000
Centenera,9,2,9.0000,20.0000
Arroyo Seco,22,3,5.0000,4.0000
Fisherton,12,6,1.0000,3.0000
La Carmela,10,7,,
Laferrere,11,4,4.0000,
Quilmes,7,5,,1.0000
Del Tejar,17,5,2.0000,31.0000
Dialogos,17,2,,3.0000
Arroyo Seco,22,7,2.0000,8.0000
La Bandera,7,2,22.0000,
Dialogos,8,4,5.0000,7.0000
Centenera,9,7,9.0000,13.0000
Santa Fe,13,1,2.0000,1.0000
Bonpland,15,1,3.0000,10.0000
Las Heras,16,6,2.0000,1.0000
Villa Luro,16,7,1.0000,18.0000
CORS Alem,16,5,14.0000,
Las Heras,23,6,,
Fisherton,1,2,2.0000,3.0000
Buen Ayre,4,2,4.0000,5.0000
Zarate Brazo Largo,8,3,22.0000,29.0000
AUBASA BA-LP,8,7,50.0000,102.0000
Gral Paz Capital,4,4,12.0000,2.0000
Gral Paz Provincia,11,7,15.0000,46.0000
Villa Luro,11,7,8.0000,45.0000
Fisherton,11,3,4.0000,4.0000
Lima,0,6,10.0000,14.0000
Parque Sarmiento,17,6,2.0000,21.0000
Villa Luro,10,7,14.0000,61.0000
America,19,3,2.0000,14.0000
San Isidro,14,4,2.0000,11.0000
Cabildo,9,3,,
Bulnes,8,7,6.0000,13.0000
Zarate Brazo Largo,10,3,15.0000,37.0000
Zarate,20,6,,
America,7,1,2.0000,10.0000
AUBASA BA-LP,15,1,3.0000,19.0000
Santa Rita,10,2,10.0000,17.0000
Bonpland,2,3,,2.0000
Gutierrez,2,3,,2.0000
Olivos,18,3,,19.0000
Congreso,10,1,11.0000,21.0000
Parque Sarmiento,16,4,,14.0000
La Carmela,8,6,,
Santa Rita,11,3,7.0000,14.0000
Zarate Brazo Largo,10,6,26.0000,42.0000
Buen Ayre,8,4,52.0000,138.0000
Lima,21,2,13.0000,10.0000
El Club,11,7,4.0000,71.0000
Arroyo Seco,9,2,94.0000,155.0000
Luis Viale,4,3,2.0000,2.0000
AUBASA LP-BA,7,3,37.0000,30.0000
Alsina,9,3,5.0000,13.0000
Garay,17,5,9.0000,21.0000
Amanecer,18,2,2.0000,4.0000
Villa Allende,8,1,20.0000,36.0000
Bonpland,2,6,,2.0000
Alvear,19,2,4.0000,55.0000
Santa Fe,18,1,4.0000,
Gral Paz Capital,9,6,27.0000,40.0000
Fisherton,13,2,,4.0000
Ovidio Lagos,17,7,,
Lima,9,7,117.0000,218.0000
Del Tejar,9,6,2.0000,39.0000
Cabildo,12,7,,
Gral Paz Capital,8,5,30.0000,55.0000
San Isidro,16,5,1.0000,21.0000
Las Heras,19,7,3.0000,
Lima,9,2,108.0000,169.0000
Zarate Brazo Largo,17,7,11.0000,9.0000
Fisherton,8,2,15.0000,2.0000
Alsina,9,7,4.0000,13.0000
Quilmes,7,3,,4.0000
Parque Sarmiento,9,4,7.0000,40.0000
Del Tejar,17,2,,7.0000
El Club,16,6,3.0000,30.0000
Alsina,11,1,3.0000,9.0000
Lima,12,4,26.0000,49.0000
Buen Ayre,14,3,1.0000,23.0000
Gral Paz Capital,3,1,6.0000,2.0000
Villa Allende,10,1,9.0000,36.0000
AUBASA LP-BA,17,1,17.0000,70.0000
Centenera,12,3,1.0000,9.0000
Cabildo,4,5,,
Fisherton,4,7,6.0000,3.0000
Olivos,15,1,,2.0000
Zarate,6,4,1.0000,1.0000
Maipu,19,4,,2.0000
Ovidio Lagos,8,3,2.0000,1.0000
Quilmes,11,6,,
AUBASA LP-BA,17,7,12.0000,59.0000
San Isidro,8,5,8.0000,39.0000
Dialogos,17,6,1.0000,1.0000
Arroyo Seco,3,7,35.0000,25.0000
Gral Paz Capital,13,4,2.0000,5.0000
Laferrere,12,6,2.0000,
San Isidro,17,7,1.0000,20.0000
Bonpland,16,6,2.0000,31.0000
Lima,1,2,28.0000,16.0000
Zarate Brazo Largo,1,1,8.0000,4.0000
Bonpland,11,2,3.0000,43.0000
Las Heras,20,3,3.0000,
Ovidio Lagos,8,4,,1.0000
Quilmes,11,7,,1.0000
Boulevard,7,6,16.0000,20.0000
Gral Paz Provincia,2,1,3.0000,8.0000
Garay,6,3,10.0000,8.0000
Parque Sarmiento,10,1,3.0000,16.0000
Centenera,23,1,,
Centenera,6,5,12.0000,7.0000
Gutierrez,6,6,15.0000,13.0000
Emilio Castro,16,3,6.0000,3.0000
Villa Allende,7,2,59.0000,36.0000
Maipu,18,4,,
Del Tejar,16,4,,12.0000
Gutierrez,16,3,4.0000,12.0000
Gral Paz Provincia,12,4,2.0000,7.0000
AUBASA BA-LP,12,4,16.0000,21.0000
Cabildo,6,5,,
Garay,7,6,22.0000,15.0000
Buen Ayre,6,5,29.0000,42.0000
El Club,12,5,3.0000,35.0000
Garay,10,4,11.0000,25.0000
Luis Viale,9,1,7.0000,6.0000
Zarate Brazo Largo,0,7,3.0000,
Las Heras,20,4,1.0000,
Arroyo Seco,20,3,12.0000,20.0000
Quilmes,17,5,,2.0000
Trelles,3,6,,5.0000
Florencio Varela,8,5,9.0000,18.0000
Laferrere,10,1,2.0000,
Maipu,19,3,,1.0000
Dialogos,7,1,8.0000,6.0000
Olivos,9,7,4.0000,5.0000
CORS Alem,14,4,1.0000,
Olivos,13,5,,1.0000
Florencio Varela,20,3,,
Buen Ayre,20,5,5.0000,10.0000
Parque Sarmiento,1,1,,1.0000
El Arco,10,2,20.0000,72.0000
La Carmela,6,4,1.0000,
CORS EVENTOS,18,3,,
El Arco,6,2,30.0000,18.0000
Villa Allende,17,7,6.0000,14.0000
Alvear,6,1,16.0000,23.0000
Trelles,12,6,3.0000,12.0000
Emilio Castro,5,7,,
AUBASA LP-BA,13,6,1.0000,8.0000
Gral Paz Provincia,22,2,,
Luis Viale,16,7,3.0000,7.0000
Santa Rita,1,2,,
Congreso,17,2,7.0000,25.0000
Maipu,16,3,,
Lima,10,1,71.0000,183.0000
Florencio Varela,12,2,1.0000,8.0000
Alsina,10,7,2.0000,14.0000
Quilmes,8,4,,8.0000
Villa Allende,17,1,,14.0000
AUBASA LP-BA,20,1,6.0000,15.0000
Amanecer,11,7,13.0000,8.0000
La Bandera,9,3,21.0000,
Las Heras,17,4,5.0000,
Arroyo Seco,2,1,12.0000,6.0000
AUBASA LP-BA,5,4,8.0000,12.0000
Garay,11,4,6.0000,31.0000
Alvear,18,5,3.0000,41.0000
Villa Luro,17,7,3.0000,26.0000
El Arco,9,7,45.0000,45.0000
Del Tejar,3,7,,6.0000
Alsina,10,1,3.0000,15.0000
Arroyo Seco,13,1,17.0000,39.0000
Gral Paz Provincia,10,2,19.0000,76.0000
Laferrere,7,4,4.0000,2.0000
Luis Viale,17,6,3.0000,27.0000
Villa Luro,5,2,5.0000,9.0000
America,8,3,1.0000,48.0000
Zarate Brazo Largo,6,1,9.0000,24.0000
Alsina,18,4,,9.0000
Laferrere,12,3,,1.0000
Gral Paz Capital,14,3,2.0000,14.0000
Villa Allende,7,7,29.0000,25.0000
Olivos,21,2,,
Luis Viale,6,5,7.0000,11.0000
Pilar,14,5,,1.0000
Centenera,12,1,,3.0000
Centenera,18,1,1.0000,1.0000
Alsina,22,6,,1.0000
Dialogos,4,5,,
Maipu,14,6,,
Trelles,19,6,1.0000,6.0000
Trelles,0,2,,2.0000
Emilio Castro,13,5,,
Los Incas,11,1,,
Ovidio Lagos,18,5,,2.0000
Fisherton,20,1,3.0000,
Congreso,12,1,5.0000,4.0000
Santa Rita,18,1,6.0000,11.0000
Gral Paz Capital,22,5,,1.0000
Quilmes,23,6,,
Emilio Castro,9,3,5.0000,4.0000
El Arco,3,5,4.0000,
Pilar,11,2,,8.0000
Luis Viale,9,7,15.0000,17.0000
Floresta,4,1,1.0000,3.0000
La Carmela,14,2,,
Floresta,13,5,,3.0000
La Carmela,19,7,1.0000,
Bonpland,22,6,3.0000,11.0000
Zarate,12,1,,
Fisherton,21,4,,1.0000
America,11,7,12.0000,52.0000
Maipu,4,4,,
Zarate,6,2,,
Quilmes,17,6,,2.0000
Del Tejar,4,7,,11.0000
Los Incas,16,7,,
Floresta,12,3,2.0000,1.0000
La Carmela,15,6,,
Gutierrez,22,7,,1.0000
Laferrere,14,5,2.0000,
America,10,5,6.0000,52.0000
Arroyo Seco,20,6,21.0000,24.0000
Parque Sarmiento,20,5,,3.0000
Gutierrez,15,5,1.0000,6.0000
America,22,3,,6.0000
Trelles,15,5,2.0000,9.0000
La Carmela,19,1,,
Florencio Varela,4,6,20.0000,
Floresta,12,1,2.0000,11.0000
Alsina,9,2,,11.0000
Gutierrez,15,6,1.0000,9.0000
Fisherton,12,4,,2.0000
Pilar,21,1,,
Quilmes,2,1,,
Fisherton,4,5,19.0000,4.0000
Gutierrez,13,3,,4.0000
El Arco,22,2,,10.0000
Zarate Brazo Largo,23,3,,5.0000
Arroyo Seco,23,3,2.0000,8.0000
Congreso,15,7,2.0000,3.0000
La Carmela,13,3,,
Quilmes,14,7,,1.0000
Fisherton,2,1,3.0000,4.0000
El Arco,22,4,2.0000,2.0000
Boulevard,4,3,,
Gral Paz Provincia,23,7,4.0000,8.0000
Ovidio Lagos,17,3,1.0000,2.0000
San Isidro,5,3,,3.0000
Zarate,13,5,,
Fisherton,20,7,1.0000,
Laferrere,4,5,3.0000,
Del Tejar,15,7,2.0000,5.0000
Del Tejar,20,5,,8.0000
Fisherton,22,6,3.0000,1.0000
La Bandera,6,6,14.0000,
Emilio Castro,17,5,3.0000,1.0000
El Club,1,7,,3.0000
Alvear,3,3,,5.0000
San Isidro,20,4,,2.0000
Alsina,18,7,6.0000,5.0000
Parque Sarmiento,23,3,,
Pilar,17,7,1.0000,1.0000
Santa Rita,0,1,2.0000,
Parque Sarmiento,21,5,1.0000,1.0000
Del Tejar,2,2,,2.0000
El Club,2,1,,5.0000
La Carmela,16,1,,
Trelles,15,6,5.0000,5.0000
Gral Paz Provincia,0,2,1.0000,9.0000
CORS EVENTOS,18,7,,
America,23,5,,2.0000
Centenera,18,7,,3.0000
El Club,20,7,,10.0000
La Bandera,0,1,,2.0000
Centenera,1,5,,
Olivos,5,3,,
Bonpland,5,3,1.0000,8.0000
Floresta,3,5,,
America,21,7,,7.0000
Floresta,1,6,5.0000,
Laferrere,14,6,2.0000,1.0000
Bonpland,21,4,1.0000,6.0000
Emilio Castro,10,4,4.0000,
Luis Viale,6,7,9.0000,10.0000
Emilio Castro,22,7,,2.0000
Pilar,20,4,,4.0000
Villa Luro,23,6,2.0000,6.0000
Del Tejar,22,2,,3.0000
Pilar,13,6,,1.0000
Las Heras,21,3,1.0000,
Centenera,20,7,,
Alsina,3,6,,1.0000
Los Incas,3,6,,
Maipu,23,3,,
Cabildo,19,7,,
La Carmela,12,2,1.0000,
Amanecer,1,7,,1.0000
Laferrere,20,3,,
Santa Fe,20,5,,1.0000
AUBASA BA-LP,3,2,5.0000,2.0000
Florencio Varela,2,1,3.0000,3.0000
El Club,2,2,,3.0000
Gral Paz Capital,21,1,2.0000,6.0000
Villa Allende,16,1,1.0000,4.0000
San Isidro,4,4,,1.0000
Alsina,23,5,,
Congreso,22,6,,6.0000
CORS Alem,12,4,5.0000,
Amanecer,2,5,,
Buen Ayre,22,1,,11.0000
Quilmes,1,5,,
Olivos,22,3,,
Pilar,23,3,,
Olivos,4,4,,
Cabildo,2,1,,
Santa Rita,21,6,1.0000,2.0000
Trelles,2,5,,1.0000
Garay,0,2,2.0000,2.0000
Ovidio Lagos,21,7,,
Los Incas,3,4,,
Zarate,22,7,,
Los Incas,21,4,,
Gral Paz Provincia,23,2,,2.0000
Gutierrez,1,7,,2.0000
Alsina,2,2,,1.0000
Cabildo,1,2,,
San Isidro,2,6,,
Las Heras,4,3,,
Cabildo,2,7,,
Maipu,21,3,,
Los Incas,6,7,,
Olivos,0,3,,
Pilar,3,5,,
La Carmela,23,1,,
Villa Luro,2,6,,2.0000
Trelles,4,4,1.0000,1.0000
Laferrere,21,2,,
El Arco,2,2,1.0000,2.0000
Parque Sarmiento,1,3,,
America,22,2,1.0000,4.0000
Villa Luro,0,1,3.0000,4.0000
Dialogos,2,2,,
Gutierrez,22,3,,
Florencio Varela,2,2,1.0000,
Pilar,2,3,,
Parque Sarmiento,0,2,,
Olivos,22,6,,
Centenera,0,6,,1.0000
La Bandera,23,7,,1.0000
Gutierrez,2,6,,
Laferrere,21,5,,
Laferrere,23,5,,
Los Incas,20,7,,
CORS Alem,0,4,,
Trelles,4,3,,2.0000
Santa Rita,23,3,,
Los Incas,3,3,,
Laferrere,21,7,,
Laferrere,23,1,,
Cabildo,23,7,,
Ovidio Lagos,0,4,,
CORS EVENTOS,10,7,,
Los Incas,23,4,,
Villa Allende,1,4,,
Rivadavia,10,6,,
CORS EVENTOS,17,4,,
Villa Allende,1,3,,
Cabildo,3,2,,
Rivadavia,8,4,,
Santa Rita,4,5,1.0000,
Gral Paz Provincia,4,7,6.0000,17.0000
Arroyo Seco,6,7,116.0000,94.0000
Boulevard,9,3,10.0000,36.0000
Buen Ayre,7,6,32.0000,62.0000
Florencio Varela,6,5,6.0000,5.0000
Laferrere,6,3,1.0000,1.0000
America,6,5,3.0000,18.0000
AUBASA BA-LP,10,2,29.0000,72.0000
Alvear,9,6,11.0000,65.0000
Alvear,22,4,,5.0000
Buen Ayre,6,2,33.0000,20.0000
Buen Ayre,4,5,8.0000,4.0000
Del Tejar,10,5,1.0000,20.0000
Pilar,2,4,1.0000,1.0000
Villa Luro,10,5,11.0000,34.0000
America,6,4,5.0000,10.0000
La Carmela,15,1,,
Amanecer,16,3,2.0000,7.0000
Dialogos,5,2,,4.0000
San Isidro,1,7,,1.0000
San Isidro,15,3,1.0000,11.0000
Villa Luro,20,3,5.0000,6.0000
Lima,17,4,62.0000,78.0000
Fisherton,9,5,8.0000,5.0000
Ovidio Lagos,10,7,1.0000,1.0000
Centenera,17,4,6.0000,9.0000
Dialogos,7,3,1.0000,6.0000
Fisherton,9,2,11.0000,7.0000
Centenera,17,1,,3.0000
Bonpland,16,4,3.0000,27.0000
Buen Ayre,7,3,27.0000,50.0000
Parque Sarmiento,6,7,14.0000,9.0000
Bonpland,10,7,8.0000,43.0000
El Arco,11,5,20.0000,57.0000
America,18,7,2.0000,11.0000
Gutierrez,2,1,1.0000,5.0000
Garay,18,1,1.0000,20.0000
AUBASA BA-LP,19,1,7.0000,24.0000
Dialogos,8,2,,13.0000
AUBASA LP-BA,5,1,8.0000,16.0000
Arroyo Seco,2,3,29.0000,20.0000
Trelles,7,6,6.0000,13.0000
Boulevard,12,2,,4.0000
Parque Sarmiento,8,6,9.0000,26.0000
Villa Luro,14,4,2.0000,7.0000
Olivos,10,7,,7.0000
Gral Paz Provincia,18,2,2.0000,39.0000
Gral Paz Provincia,10,6,22.0000,74.0000
Alvear,6,6,16.0000,87.0000
Amanecer,7,4,23.0000,23.0000
Garay,2,4,1.0000,1.0000
Centenera,18,2,,12.0000
Las Heras,6,4,10.0000,1.0000
Buen Ayre,17,3,13.0000,51.0000
Ovidio Lagos,10,6,,3.0000
El Club,12,6,9.0000,34.0000
Las Heras,7,3,19.0000,1.0000
Bulnes,9,3,3.0000,17.0000
Del Tejar,15,4,2.0000,8.0000
Trelles,6,2,,8.0000
Buen Ayre,19,5,6.0000,31.0000
Quilmes,13,6,,
La Bandera,3,7,2.0000,
AUBASA LP-BA,6,4,31.0000,10.0000
