estacion,hora,dia_semana,q_cafes_llevar_mas_1
Congreso,16,2,31.0000
Boulevard,19,6,20.0000
La Carmela,5,6,67.0000
El Arco,12,2,16.0000
Boulevard,12,7,22.0000
Quilmes,23,7,5.0000
Buen Ayre,13,3,45.0000
Arroyo Seco,6,1,525.0000
Zarate,10,5,44.0000
El Arco,22,7,4.0000
Alvear,18,7,68.0000
Zarate Brazo Largo,13,2,16.0000
Santa Rita,1,5,14.0000
Alvear,16,3,40.0000
Las Heras,17,6,31.0000
Buen Ayre,21,6,23.0000
Olivos,15,7,9.0000
Boulevard,10,6,30.0000
Santa Fe,6,5,14.0000
Gral Paz Capital,13,1,50.0000
Floresta,7,5,36.0000
Parque Sarmiento,7,7,35.0000
AUBASA BA-LP,23,4,49.0000
Buen Ayre,15,7,127.0000
AUBASA BA-LP,19,7,130.0000
Boulevard,9,4,47.0000
Congreso,11,1,46.0000
Lima,18,7,519.0000
Garay,1,6,12.0000
El Club,16,2,68.0000
Gral Paz Capital,20,5,38.0000
Las Heras,11,5,25.0000
Buen Ayre,4,4,63.0000
AUBASA LP-BA,12,7,108.0000
Amanecer,14,5,15.0000
Olivos,1,1,32.0000
Arroyo Seco,11,5,442.0000
Arroyo Seco,15,6,455.0000
Ovidio Lagos,5,5,12.0000
Boulevard,10,7,55.0000
Congreso,16,6,51.0000
Las Heras,9,6,18.0000
Gral Paz Capital,20,3,34.0000
Santa Rita,3,3,16.0000
Dialogos,7,7,49.0000
Del Tejar,23,3,4.0000
Florencio Varela,15,4,16.0000
Laferrere,19,5,4.0000
America,16,2,8.0000
Bulnes,9,7,74.0000
La Carmela,7,1,85.0000
Lima,3,1,128.0000
Gral Paz Capital,2,3,31.0000
Maipu,11,2,12.0000
Fisherton,15,5,18.0000
Lima,4,6,112.0000
Las Heras,8,7,36.0000
Villa Allende,8,2,69.0000
Centenera,19,1,7.0000
El Club,19,7,65.0000
Villa Luro,4,7,10.0000
Gral Paz Provincia,20,5,36.0000
Quilmes,12,5,12.0000
Arroyo Seco,17,4,611.0000
Gral Paz Capital,17,6,116.0000
AUBASA BA-LP,4,2,42.0000
Bulnes,17,2,13.0000
Arroyo Seco,4,1,230.0000
Arroyo Seco,17,5,673.0000
El Arco,7,1,65.0000
Arroyo Seco,15,1,618.0000
Ovidio Lagos,10,3,29.0000
Congreso,17,3,34.0000
America,9,6,47.0000
Del Tejar,1,4,
Maipu,10,2,4.0000
Fisherton,2,7,6.0000
Floresta,16,3,20.0000
Gral Paz Capital,9,4,216.0000
America,9,4,37.0000
Lima,22,3,75.0000
Boulevard,8,2,36.0000
Gutierrez,8,2,90.0000
Florencio Varela,18,7,20.0000
Fisherton,8,3,51.0000
Garay,23,7,8.0000
Arroyo Seco,15,7,435.0000
Gral Paz Provincia,8,1,252.0000
El Arco,4,1,21.0000
AUBASA BA-LP,10,5,402.0000
Pilar,19,3,13.0000
AUBASA BA-LP,15,2,92.0000
AUBASA LP-BA,6,3,164.0000
El Club,14,3,32.0000
El Arco,7,5,112.0000
AUBASA LP-BA,15,5,75.0000
Trelles,17,3,10.0000
Las Heras,1,6,15.0000
Luis Viale,15,7,5.0000
Gral Paz Capital,17,4,86.0000
Buen Ayre,9,6,395.0000
Buen Ayre,5,1,116.0000
Gral Paz Provincia,18,4,105.0000
Villa Luro,9,5,52.0000
Alsina,17,3,22.0000
Gutierrez,14,7,19.0000
San Isidro,8,1,45.0000
Amanecer,23,2,23.0000
Gral Paz Provincia,5,1,99.0000
Luis Viale,10,5,26.0000
El Club,0,5,33.0000
Alsina,6,1,20.0000
Fisherton,16,4,17.0000
La Carmela,6,2,65.0000
AUBASA BA-LP,9,2,309.0000
Arroyo Seco,7,6,978.0000
Amanecer,8,4,45.0000
Zarate Brazo Largo,7,6,184.0000
Congreso,9,5,41.0000
Santa Rita,10,5,28.0000
America,20,4,4.0000
El Arco,7,3,79.0000
Zarate Brazo Largo,9,2,95.0000
Villa Luro,16,5,35.0000
La Bandera,15,7,6.0000
San Isidro,0,1,16.0000
AUBASA BA-LP,17,4,202.0000
Maipu,12,2,7.0000
AUBASA BA-LP,12,2,164.0000
Arroyo Seco,18,6,708.0000
El Club,13,3,30.0000
Florencio Varela,12,6,24.0000
Fisherton,7,5,250.0000
Gral Paz Provincia,3,1,77.0000
Gral Paz Capital,0,2,20.0000
Arroyo Seco,1,1,192.0000
Villa Allende,12,1,23.0000
La Bandera,12,7,19.0000
Gral Paz Capital,5,5,96.0000
Alvear,11,5,62.0000
Congreso,19,5,23.0000
Lima,20,7,170.0000
Laferrere,12,7,4.0000
Alvear,9,5,107.0000
Ovidio Lagos,19,1,12.0000
Florencio Varela,10,6,68.0000
OPERADOR LOGISTICO 2,13,4,
Santa Rita,8,2,38.0000
Alsina,11,5,19.0000
Buen Ayre,19,4,87.0000
Alvear,0,3,34.0000
AUBASA BA-LP,18,2,172.0000
Alvear,1,6,30.0000
Quilmes,8,7,43.0000
San Isidro,6,4,41.0000
Fisherton,15,1,3.0000
Villa Luro,5,7,39.0000
Florencio Varela,8,2,84.0000
Luis Viale,17,2,22.0000
Buen Ayre,15,3,102.0000
Santa Rita,5,5,25.0000
El Club,10,3,93.0000
San Isidro,9,7,121.0000
America,11,5,14.0000
OPERADOR LOGISTICO 2,17,4,
Lima,21,3,60.0000
AUBASA LP-BA,11,3,138.0000
Quilmes,0,2,16.0000
OPERADOR LOGISTICO 2,15,4,
AUBASA BA-LP,18,4,211.0000
Fisherton,14,5,11.0000
Lima,1,6,194.0000
Ovidio Lagos,18,1,21.0000
Floresta,23,7,6.0000
Florencio Varela,18,5,31.0000
Florencio Varela,7,6,102.0000
Trelles,2,7,9.0000
AUBASA BA-LP,5,6,197.0000
Florencio Varela,18,4,49.0000
Gral Paz Provincia,14,5,33.0000
Quilmes,11,5,28.0000
Buen Ayre,0,1,52.0000
Florencio Varela,19,1,34.0000
Luis Viale,0,2,14.0000
El Club,22,7,20.0000
CORS Alem,9,4,132.0000
Amanecer,10,6,35.0000
La Carmela,17,2,17.0000
Santa Fe,8,4,37.0000
Dialogos,0,5,7.0000
Amanecer,7,7,60.0000
Ovidio Lagos,6,5,10.0000
Zarate Brazo Largo,12,5,26.0000
El Arco,20,7,17.0000
Villa Luro,15,4,24.0000
Del Tejar,18,4,30.0000
San Isidro,5,1,12.0000
Gral Paz Provincia,12,2,61.0000
San Isidro,16,7,22.0000
Alsina,11,2,21.0000
Olivos,6,1,18.0000
AUBASA BA-LP,12,3,86.0000
La Carmela,18,3,20.0000
Garay,10,1,55.0000
San Isidro,10,5,52.0000
Florencio Varela,5,7,23.0000
Santa Rita,23,5,6.0000
AUBASA LP-BA,21,6,22.0000
Ovidio Lagos,9,5,28.0000
Alvear,2,5,12.0000
Amanecer,6,1,27.0000
Santa Rita,9,3,32.0000
Zarate,6,5,49.0000
Boulevard,16,3,14.0000
El Arco,7,6,77.0000
Parque Sarmiento,19,5,14.0000
Alvear,17,2,45.0000
Olivos,18,2,21.0000
Villa Luro,1,7,40.0000
Dialogos,13,4,9.0000
Lima,3,4,67.0000
Alvear,0,2,9.0000
Lima,3,6,101.0000
Buen Ayre,18,3,185.0000
Lima,0,4,109.0000
AUBASA LP-BA,12,5,81.0000
La Carmela,0,1,18.0000
Fisherton,0,5,13.0000
La Bandera,23,6,3.0000
Gral Paz Provincia,13,6,32.0000
Pilar,6,5,52.0000
Arroyo Seco,4,4,213.0000
Centenera,9,4,69.0000
Gral Paz Capital,5,2,116.0000
Garay,7,7,47.0000
AUBASA LP-BA,19,7,200.0000
Las Heras,5,6,17.0000
Fisherton,23,1,11.0000
America,17,4,18.0000
Villa Luro,22,7,10.0000
Gutierrez,10,3,41.0000
Zarate Brazo Largo,10,5,80.0000
El Arco,8,2,77.0000
AUBASA BA-LP,15,7,175.0000
Congreso,0,6,8.0000
El Club,23,2,16.0000
Floresta,8,2,32.0000
Dialogos,9,4,33.0000
Alsina,19,6,21.0000
Boulevard,6,2,53.0000
Bonpland,6,3,30.0000
Las Heras,7,4,30.0000
Villa Luro,15,7,15.0000
Florencio Varela,18,3,22.0000
Boulevard,4,1,5.0000
Bonpland,12,6,13.0000
Quilmes,15,1,6.0000
Gutierrez,18,2,42.0000
Santa Fe,8,5,46.0000
Olivos,18,5,11.0000
America,5,1,13.0000
Alvear,23,7,33.0000
El Club,6,6,33.0000
AUBASA LP-BA,5,6,62.0000
Parque Sarmiento,11,2,19.0000
Zarate,0,6,16.0000
Del Tejar,15,2,15.0000
Garay,7,4,37.0000
Del Tejar,0,7,14.0000
Luis Viale,23,1,18.0000
Cabildo,23,2,2.0000
Luis Viale,15,5,11.0000
Villa Luro,11,2,58.0000
Villa Luro,6,7,66.0000
Villa Luro,11,6,39.0000
Boulevard,2,7,9.0000
Del Tejar,9,4,28.0000
Maschwitz,10,6,26.0000
Parque Sarmiento,6,4,26.0000
America,7,2,42.0000
Santa Fe,8,6,38.0000
Alsina,8,5,22.0000
Amanecer,15,6,18.0000
Garay,20,3,6.0000
Gral Paz Capital,21,3,14.0000
Dialogos,8,5,49.0000
Las Heras,17,2,18.0000
La Bandera,8,2,28.0000
Parque Sarmiento,21,2,
Gutierrez,13,6,15.0000
Gral Paz Provincia,22,6,16.0000
Santa Rita,5,7,12.0000
Floresta,19,7,11.0000
Fisherton,23,3,5.0000
Pilar,5,5,50.0000
Zarate,17,5,32.0000
Olivos,7,2,34.0000
La Carmela,4,7,26.0000
Gutierrez,20,1,16.0000
Cabildo,15,5,14.0000
Floresta,14,5,8.0000
Zarate Brazo Largo,12,4,21.0000
Santa Rita,17,2,26.0000
Villa Luro,21,7,11.0000
Bonpland,12,1,25.0000
Villa Allende,18,4,14.0000
Zarate,23,7,12.0000
Zarate Brazo Largo,5,6,61.0000
Centenera,6,7,29.0000
Gral Paz Capital,14,7,40.0000
Villa Luro,5,1,40.0000
Boulevard,11,1,40.0000
Garay,12,7,26.0000
Trelles,10,7,33.0000
Bonpland,19,6,20.0000
Villa Luro,0,3,38.0000
Gutierrez,4,1,25.0000
OPERADOR LOGISTICO 2,9,2,
Gral Paz Provincia,12,3,48.0000
Villa Luro,22,5,13.0000
Buen Ayre,20,1,108.0000
Zarate Brazo Largo,0,6,28.0000
Luis Viale,7,3,28.0000
AUBASA BA-LP,21,3,34.0000
Zarate Brazo Largo,21,6,19.0000
Pilar,18,7,31.0000
Dialogos,18,4,33.0000
Floresta,3,1,3.0000
Gral Paz Capital,16,7,56.0000
Ovidio Lagos,13,6,8.0000
Gral Paz Provincia,1,3,41.0000
Santa Fe,10,4,26.0000
San Isidro,4,7,24.0000
Emilio Castro,0,7,14.0000
Villa Allende,8,4,51.0000
Centenera,8,1,44.0000
Buen Ayre,2,2,13.0000
San Isidro,17,5,40.0000
Santa Rita,17,7,19.0000
Zarate Brazo Largo,13,6,26.0000
Congreso,7,3,34.0000
Zarate,10,1,58.0000
Garay,9,5,38.0000
Gutierrez,14,2,19.0000
Garay,20,6,10.0000
Zarate,6,1,94.0000
Maipu,18,2,12.0000
Boulevard,20,1,16.0000
America,9,5,35.0000
Zarate Brazo Largo,14,3,19.0000
Alsina,8,4,23.0000
Trelles,8,6,43.0000
Luis Viale,3,1,13.0000
Bonpland,11,6,40.0000
Congreso,15,6,25.0000
Dialogos,14,5,2.0000
Centenera,13,4,13.0000
Florencio Varela,12,7,29.0000
Quilmes,12,6,15.0000
Garay,20,7,9.0000
AUBASA LP-BA,20,3,36.0000
Centenera,13,6,5.0000
Ovidio Lagos,2,1,6.0000
AUBASA BA-LP,23,2,27.0000
Gral Paz Provincia,21,6,20.0000
Gral Paz Capital,23,3,34.0000
Alvear,14,4,30.0000
Emilio Castro,22,6,6.0000
Boulevard,3,5,7.0000
CORS Alem,16,2,113.0000
Santa Rita,14,2,7.0000
Ovidio Lagos,13,4,2.0000
OPERADOR LOGISTICO 2,17,5,
Las Heras,13,1,11.0000
Rosario Sur,16,2,12.0000
La Carmela,1,1,7.0000
AUBASA LP-BA,23,6,95.0000
Quilmes,1,3,2.0000
Del Tejar,19,5,7.0000
Emilio Castro,17,6,16.0000
Laferrere,1,1,21.0000
Bonpland,11,4,43.0000
Amanecer,20,3,7.0000
Fisherton,15,6,13.0000
Luis Viale,9,5,27.0000
Laferrere,13,1,
Laferrere,19,7,6.0000
Congreso,4,2,22.0000
Villa Allende,21,7,5.0000
America,7,7,43.0000
Laferrere,0,4,4.0000
Dialogos,0,4,15.0000
Trelles,20,3,14.0000
La Bandera,14,3,6.0000
Boulevard,8,3,38.0000
Dialogos,22,5,9.0000
Dialogos,0,7,14.0000
Del Tejar,21,3,2.0000
Bulnes,20,3,4.0000
AUBASA LP-BA,3,5,32.0000
Alvear,19,4,54.0000
Los Incas,7,4,27.0000
Gral Paz Provincia,4,6,74.0000
Dialogos,16,3,12.0000
Emilio Castro,5,6,13.0000
Olivos,10,6,10.0000
Las Heras,17,3,29.0000
Santa Fe,10,1,24.0000
San Isidro,0,7,11.0000
Fisherton,22,2,4.0000
Olivos,4,1,28.0000
Laferrere,0,2,4.0000
Bulnes,16,4,8.0000
Cabildo,12,4,5.0000
Alsina,14,3,10.0000
Dialogos,15,2,13.0000
La Bandera,12,3,4.0000
Buen Ayre,3,2,31.0000
Trelles,0,6,10.0000
Floresta,14,3,15.0000
El Arco,3,4,14.0000
Parque Sarmiento,16,1,14.0000
Villa Allende,0,4,
Garay,21,4,3.0000
Boulevard,15,5,14.0000
Pilar,20,5,6.0000
Floresta,9,3,41.0000
Centenera,11,7,22.0000
San Isidro,0,3,10.0000
America,14,5,16.0000
AUBASA BA-LP,2,6,32.0000
Maschwitz,6,2,14.0000
Trelles,13,5,7.0000
La Bandera,20,6,
Los Incas,5,1,10.0000
Villa Allende,21,1,8.0000
Quilmes,20,5,8.0000
Los Incas,18,4,6.0000
Alsina,3,2,4.0000
La Carmela,12,7,10.0000
Zarate Brazo Largo,4,2,33.0000
Zarate,10,4,28.0000
Centenera,8,5,30.0000
Los Incas,7,2,18.0000
Quilmes,6,5,50.0000
OPERADOR LOGISTICO 2,9,4,
Alsina,16,5,15.0000
Parque Sarmiento,23,6,2.0000
Ovidio Lagos,21,6,3.0000
Alberdi,8,2,8.0000
Emilio Castro,8,6,36.0000
Trelles,21,2,10.0000
Emilio Castro,13,3,2.0000
America,21,2,1.0000
Zarate Brazo Largo,15,7,59.0000
Floresta,5,1,24.0000
Congreso,15,2,15.0000
Zarate Brazo Largo,13,7,41.0000
Villa Luro,18,5,34.0000
Maipu,16,2,10.0000
San Isidro,5,2,11.0000
Cabildo,13,3,7.0000
Amanecer,4,3,6.0000
Maipu,7,5,9.0000
Luis Viale,2,7,22.0000
El Arco,4,6,14.0000
El Arco,0,5,4.0000
AUBASA BA-LP,2,1,99.0000
Maschwitz,8,5,20.0000
Congreso,0,2,12.0000
Florencio Varela,3,7,14.0000
El Arco,5,2,32.0000
Dialogos,14,3,43.0000
Las Heras,0,3,10.0000
La Carmela,7,2,49.0000
Villa Allende,7,4,45.0000
Amanecer,12,7,33.0000
Rosario Sur,1,2,9.0000
Zarate,8,7,53.0000
Amanecer,23,6,5.0000
Alvear,3,2,2.0000
Maipu,3,5,4.0000
Amanecer,13,4,2.0000
Bonpland,4,4,2.0000
Zarate,5,7,51.0000
Zarate Brazo Largo,22,4,19.0000
Quilmes,15,7,10.0000
El Arco,13,5,2.0000
Santa Fe,20,6,
Laferrere,13,2,2.0000
AUBASA LP-BA,0,3,57.0000
Amanecer,15,1,23.0000
Garay,0,5,10.0000
Buen Ayre,3,3,24.0000
Trelles,3,3,2.0000
Centenera,5,5,11.0000
Alsina,20,7,11.0000
Las Heras,2,4,6.0000
Centenera,3,1,4.0000
Trelles,14,6,7.0000
Congreso,21,1,14.0000
Cabildo,16,7,4.0000
Floresta,22,1,5.0000
Quilmes,16,2,7.0000
Zarate Brazo Largo,22,3,9.0000
Buen Ayre,2,3,14.0000
Rosario Sur,3,2,4.0000
Pilar,14,1,4.0000
Bonpland,13,4,11.0000
Cabildo,19,4,10.0000
Del Tejar,16,5,24.0000
Santa Rita,22,5,3.0000
Maschwitz,22,2,4.0000
Zarate Brazo Largo,5,4,66.0000
Luis Viale,22,7,9.0000
Pilar,23,6,6.0000
Amanecer,22,2,2.0000
Pilar,19,1,14.0000
Gral Paz Provincia,3,4,40.0000
Alsina,9,1,20.0000
Cabildo,14,1,4.0000
Quilmes,15,2,2.0000
Fisherton,4,2,6.0000
Maipu,7,2,4.0000
Alberdi,0,6,3.0000
San Isidro,4,5,14.0000
Florencio Varela,16,5,18.0000
La Bandera,1,7,4.0000
CORS Alem,12,3,14.0000
Centenera,21,7,2.0000
Congreso,1,2,17.0000
Boulevard,15,2,13.0000
Floresta,22,7,6.0000
Amanecer,2,3,8.0000
Las Heras,12,6,8.0000
Santa Rita,4,1,28.0000
Olivos,20,2,4.0000
Villa Luro,21,5,8.0000
Boulevard,5,5,10.0000
America,5,3,5.0000
Cabildo,14,3,5.0000
Alsina,21,1,4.0000
Maipu,15,2,2.0000
Trelles,12,4,3.0000
Las Heras,18,2,20.0000
Cabildo,23,5,8.0000
AUBASA BA-LP,1,4,47.0000
Alberdi,8,7,17.0000
Cabildo,23,1,6.0000
AUBASA BA-LP,20,2,54.0000
Centenera,20,4,2.0000
Los Incas,4,2,6.0000
La Carmela,2,4,5.0000
Bulnes,18,1,9.0000
Del Tejar,3,2,3.0000
Zarate Brazo Largo,4,3,20.0000
Los Incas,8,3,24.0000
Los Incas,15,2,2.0000
Trelles,11,7,19.0000
Centenera,13,5,4.0000
Zarate,16,2,15.0000
Emilio Castro,23,5,6.0000
Pilar,8,1,49.0000
Maipu,13,7,2.0000
Cabildo,17,3,6.0000
El Arco,2,5,10.0000
La Carmela,11,6,19.0000
Rosario Sur,17,4,6.0000
America,1,4,2.0000
Trelles,21,3,4.0000
Zarate,12,4,4.0000
Rosario Sur,4,7,4.0000
Zarate,2,3,10.0000
Zarate,14,4,44.0000
Boulevard,12,6,11.0000
Zarate,22,2,10.0000
Centenera,14,6,8.0000
CORS EVENTOS,14,6,6.0000
Zarate Brazo Largo,1,4,28.0000
Gral Paz Capital,2,6,32.0000
Alsina,6,4,16.0000
La Carmela,23,5,8.0000
Garay,4,2,8.0000
Laferrere,3,3,4.0000
Maschwitz,18,5,15.0000
Luis Viale,2,5,6.0000
Zarate,21,3,4.0000
Laferrere,23,4,8.0000
Pilar,3,4,11.0000
OPERADOR LOGISTICO,15,3,
Gutierrez,22,5,12.0000
Emilio Castro,0,3,7.0000
El Club,5,6,18.0000
Amanecer,21,3,6.0000
Olivos,14,7,9.0000
Zarate,23,1,14.0000
America,3,4,4.0000
Congreso,23,4,4.0000
CORS Alem,12,5,24.0000
Pilar,1,4,8.0000
Alberdi,16,4,8.0000
Dialogos,14,1,4.0000
Congreso,2,5,10.0000
Trelles,23,1,3.0000
Villa Allende,5,1,4.0000
Laferrere,17,1,6.0000
Quilmes,2,4,2.0000
Congreso,21,4,4.0000
Rivadavia,11,2,4.0000
La Carmela,22,6,8.0000
Centenera,1,3,12.0000
Laferrere,14,1,
Emilio Castro,20,3,11.0000
Boulevard,4,6,
Amanecer,20,4,2.0000
America,21,3,4.0000
Rivadavia,9,4,4.0000
Alberdi,14,5,4.0000
Zarate Brazo Largo,19,3,23.0000
Bulnes,21,5,2.0000
La Bandera,20,4,3.0000
Santa Rita,12,4,6.0000
Maipu,21,1,4.0000
Trelles,4,1,10.0000
Santa Rita,1,7,8.0000
Rosario Sur,19,1,2.0000
Los Incas,5,5,2.0000
La Bandera,14,7,4.0000
Trelles,19,3,13.0000
Los Incas,13,1,2.0000
Maipu,4,6,4.0000
Olivos,3,7,5.0000
Rosario Sur,1,7,5.0000
Dialogos,23,5,5.0000
Congreso,2,4,5.0000
La Bandera,5,6,2.0000
Maschwitz,0,4,7.0000
La Bandera,5,3,4.0000
Rosario Sur,18,6,6.0000
Los Incas,18,5,4.0000
Maschwitz,15,5,11.0000
Ovidio Lagos,22,6,
Rivadavia,16,2,2.0000
Floresta,22,4,2.0000
Laferrere,14,7,2.0000
Rosario Sur,4,1,2.0000
Ovidio Lagos,22,4,2.0000
Las Heras,23,1,
Dialogos,2,3,4.0000
Alberdi,23,7,2.0000
Garay,3,4,5.0000
Villa Allende,2,7,1.0000
Laferrere,2,3,5.0000
Los Incas,1,6,4.0000
Laferrere,1,3,3.0000
Santa Fe,14,4,5.0000
Cabildo,14,7,6.0000
OPERADOR LOGISTICO,18,3,
Boulevard,2,6,2.0000
Cabildo,6,1,2.0000
Rosario Sur,23,7,4.0000
Maschwitz,4,5,3.0000
OPERADOR LOGISTICO 2,8,5,
Floresta,3,2,2.0000
Floresta,22,6,
Maschwitz,18,1,8.0000
Rosario Sur,6,2,2.0000
Zarate,1,5,9.0000
CORS EVENTOS,17,5,2.0000
Los Incas,17,2,2.0000
Alberdi,9,1,2.0000
Los Incas,20,5,4.0000
Los Incas,18,7,6.0000
OPERADOR LOGISTICO,8,3,
CORS EVENTOS,19,7,4.0000
Zarate,13,7,6.0000
Maschwitz,20,6,4.0000
Los Incas,0,5,2.0000
La Bandera,4,3,
Los Incas,19,7,6.0000
Cabildo,21,6,3.0000
OPERADOR LOGISTICO,17,2,
Alberdi,22,6,2.0000
Rosario Sur,13,4,2.0000
Los Incas,23,6,6.0000
Bulnes,21,2,
Rivadavia,16,4,4.0000
Maschwitz,12,6,2.0000
Rosario Sur,22,7,2.0000
La Carmela,15,7,10.0000
Garay,18,3,28.0000
Villa Luro,8,7,107.0000
Congreso,9,6,39.0000
Bonpland,2,4,14.0000
El Arco,16,6,18.0000
Gral Paz Capital,9,2,202.0000
Gral Paz Capital,17,5,86.0000
Villa Allende,12,5,10.0000
El Club,0,1,36.0000
Gral Paz Capital,10,1,289.0000
El Club,5,1,35.0000
Trelles,12,5,19.0000
Bulnes,7,5,12.0000
Ovidio Lagos,7,5,11.0000
Lima,1,1,192.0000
Bulnes,16,3,10.0000
Bonpland,18,6,30.0000
America,10,6,23.0000
San Isidro,20,2,6.0000
Dialogos,19,7,18.0000
Lima,7,1,504.0000
Alvear,20,7,27.0000
La Bandera,15,2,5.0000
Centenera,9,1,29.0000
Lima,9,5,650.0000
Arroyo Seco,19,7,318.0000
Del Tejar,7,7,67.0000
Pilar,18,4,25.0000
Santa Rita,12,1,10.0000
Trelles,19,5,2.0000
Alsina,11,7,16.0000
La Carmela,5,7,44.0000
AUBASA LP-BA,9,3,368.0000
Arroyo Seco,4,5,241.0000
Gral Paz Provincia,4,4,76.0000
Zarate Brazo Largo,9,5,119.0000
Alvear,16,6,39.0000
Arroyo Seco,6,2,622.0000
Buen Ayre,21,7,31.0000
Bonpland,8,2,63.0000
CORS Alem,17,4,128.0000
Lima,23,2,56.0000
Alvear,16,7,51.0000
Quilmes,12,4,16.0000
Centenera,4,1,14.0000
Amanecer,0,1,18.0000
Alvear,12,7,38.0000
Florencio Varela,14,5,15.0000
Santa Rita,9,7,53.0000
Alvear,2,3,13.0000
Alvear,7,4,95.0000
Buen Ayre,12,5,71.0000
Lima,14,5,146.0000
Villa Allende,8,7,72.0000
El Club,9,2,74.0000
Alsina,9,6,28.0000
Del Tejar,9,7,75.0000
Del Tejar,8,4,113.0000
Alvear,21,4,13.0000
Boulevard,15,4,15.0000
Trelles,1,2,6.0000
AUBASA LP-BA,18,1,366.0000
Gutierrez,17,4,26.0000
Buen Ayre,12,7,188.0000
Del Tejar,16,3,16.0000
Dialogos,0,3,11.0000
Pilar,11,5,20.0000
Boulevard,6,5,50.0000
Alvear,0,4,26.0000
Lima,8,2,531.0000
Florencio Varela,5,6,114.0000
Fisherton,20,6,10.0000
OPERADOR LOGISTICO 2,7,3,
Zarate,9,7,72.0000
Parque Sarmiento,10,3,38.0000
Laferrere,7,6,43.0000
Lima,14,7,234.0000
Pilar,0,1,26.0000
AUBASA LP-BA,6,2,165.0000
Laferrere,7,5,32.0000
Quilmes,9,4,42.0000
Fisherton,18,1,27.0000
Quilmes,22,6,6.0000
Bulnes,7,4,21.0000
Buen Ayre,18,1,235.0000
El Club,10,4,56.0000
La Carmela,4,4,16.0000
Garay,20,5,16.0000
Alvear,9,2,117.0000
San Isidro,9,5,101.0000
Arroyo Seco,18,7,495.0000
AUBASA BA-LP,7,2,245.0000
Zarate,16,4,19.0000
Gral Paz Capital,18,7,112.0000
Luis Viale,11,6,14.0000
El Arco,18,5,46.0000
El Club,9,3,59.0000
Arroyo Seco,22,1,200.0000
AUBASA LP-BA,18,5,160.0000
Ovidio Lagos,13,5,2.0000
Garay,14,2,7.0000
Dialogos,9,6,47.0000
AUBASA BA-LP,13,5,107.0000
Gutierrez,23,7,20.0000
Gral Paz Provincia,9,3,194.0000
Fisherton,18,5,52.0000
Ovidio Lagos,17,6,12.0000
Lima,8,5,728.0000
Bulnes,17,7,1.0000
Emilio Castro,19,1,14.0000
Floresta,17,1,9.0000
Bonpland,11,3,38.0000
Gral Paz Capital,5,3,76.0000
La Bandera,22,7,
Ovidio Lagos,3,3,4.0000
Villa Allende,16,5,10.0000
Alsina,22,1,4.0000
Lima,20,4,144.0000
Lima,17,2,425.0000
Lima,12,1,218.0000
Arroyo Seco,21,1,256.0000
Gral Paz Provincia,17,3,96.0000
Floresta,5,2,14.0000
Laferrere,19,2,7.0000
Alsina,8,1,31.0000
Santa Rita,12,2,15.0000
Buen Ayre,21,2,5.0000
Luis Viale,10,7,48.0000
Gral Paz Capital,18,6,109.0000
Trelles,8,5,72.0000
Dialogos,12,4,9.0000
El Club,7,2,52.0000
Centenera,17,3,17.0000
Florencio Varela,11,6,38.0000
Bulnes,9,6,13.0000
El Club,17,3,66.0000
San Isidro,7,3,47.0000
Quilmes,9,2,47.0000
Gral Paz Provincia,6,5,153.0000
Florencio Varela,9,5,78.0000
Amanecer,15,5,24.0000
Gutierrez,13,2,11.0000
Santa Rita,6,3,16.0000
Dialogos,1,5,4.0000
Maipu,17,5,13.0000
Gral Paz Capital,19,6,90.0000
CORS Alem,18,2,101.0000
AUBASA LP-BA,5,7,89.0000
Fisherton,15,3,14.0000
Florencio Varela,10,5,35.0000
Boulevard,11,5,22.0000
AUBASA LP-BA,10,5,173.0000
Dialogos,21,5,6.0000
AUBASA BA-LP,7,5,403.0000
Gral Paz Provincia,2,6,26.0000
El Club,15,3,40.0000
Alsina,15,7,4.0000
Amanecer,1,4,13.0000
Florencio Varela,10,7,60.0000
San Isidro,9,4,72.0000
Lima,18,1,808.0000
Alvear,7,5,111.0000
Arroyo Seco,5,1,307.0000
Parque Sarmiento,17,4,23.0000
Alvear,7,6,129.0000
Maschwitz,19,1,14.0000
Cabildo,6,2,8.0000
Gutierrez,14,3,6.0000
Ovidio Lagos,7,3,20.0000
Buen Ayre,12,6,102.0000
Las Heras,10,2,29.0000
Lima,6,5,434.0000
Fisherton,23,7,13.0000
AUBASA BA-LP,19,6,283.0000
Luis Viale,18,2,17.0000
AUBASA BA-LP,19,4,169.0000
AUBASA BA-LP,2,5,50.0000
La Carmela,9,1,73.0000
OPERADOR LOGISTICO 2,18,3,
Alsina,10,4,24.0000
Alvear,20,3,12.0000
Luis Viale,4,2,84.0000
Olivos,19,4,7.0000
San Isidro,19,3,24.0000
Arroyo Seco,17,6,812.0000
Florencio Varela,19,3,28.0000
Buen Ayre,20,6,65.0000
Buen Ayre,7,1,246.0000
Parque Sarmiento,18,7,22.0000
La Bandera,6,3,14.0000
AUBASA BA-LP,16,4,160.0000
Santa Rita,18,2,17.0000
Quilmes,13,4,9.0000
Boulevard,6,4,52.0000
Del Tejar,7,3,50.0000
Quilmes,15,6,9.0000
Floresta,10,3,24.0000
Gral Paz Capital,8,7,406.0000
Villa Allende,4,1,
AUBASA LP-BA,19,4,81.0000
