estacion,hora,dia_semana,q_cafes_local_mas_1
Del Tejar,22,6,20.0000
Villa Luro,3,4,11.0000
Fisherton,3,6,25.0000
Alsina,17,1,24.0000
Floresta,14,2,20.0000
Los Incas,6,3,
Cabildo,0,2,10.0000
San Isidro,2,5,22.0000
Cabildo,11,2,24.0000
Cabildo,15,6,10.0000
La Bandera,21,3,12.0000
Cabildo,21,7,2.0000
Rosario Sur,13,6,
Amanecer,21,6,13.0000
Santa Fe,15,7,9.0000
Centenera,21,4,4.0000
Pilar,22,2,15.0000
Maschwitz,6,6,
La Carmela,21,4,9.0000
Emilio Castro,3,2,6.0000
Los Incas,6,2,
Amanecer,2,2,15.0000
Villa Allende,22,4,4.0000
OPERADOR LOGISTICO 2,12,1,6.0000
Quilmes,3,2,18.0000
Rivadavia,6,5,
Maipu,4,1,18.0000
Trelles,13,6,9.0000
Villa Allende,2,6,5.0000
Rosario Sur,6,3,
Rosario Sur,5,1,
OPERADOR LOGISTICO,20,3,5584.0000
La Bandera,3,5,4.0000
Alberdi,20,7,
Los Incas,4,7,
Zarate,4,3,
Centenera,0,3,10.0000
Floresta,22,3,13.0000
Rosario Sur,15,4,
Los Incas,12,2,
Rosario Sur,6,4,
Los Incas,12,6,
Boulevard,23,6,6.0000
Floresta,23,5,13.0000
Alberdi,18,1,
Zarate,3,3,2.0000
OPERADOR LOGISTICO,13,2,1680.0000
America,4,4,13.0000
Centenera,0,5,7.0000
Maschwitz,22,1,
La Bandera,2,5,5.0000
Los Incas,4,1,
Maschwitz,3,1,
Cabildo,0,5,10.0000
Cabildo,22,6,6.0000
Garay,4,5,
Zarate,3,4,4.0000
Rosario Sur,20,3,
Zarate,20,2,
Floresta,2,5,4.0000
Villa Allende,5,4,
Cabildo,22,1,2.0000
OPERADOR LOGISTICO,8,4,100.0000
Cabildo,15,1,
Rivadavia,9,6,
OPERADOR LOGISTICO,1,7,1606.0000
Gral Paz Provincia,7,4,341.0000
Gral Paz Provincia,15,2,189.0000
Gral Paz Capital,10,4,303.0000
Zarate,9,3,36.0000
Santa Rita,17,3,97.0000
Congreso,4,7,6.0000
AUBASA LP-BA,7,2,150.0000
Arroyo Seco,15,4,649.0000
Floresta,10,2,55.0000
San Isidro,18,5,192.0000
Alvear,5,6,73.0000
Gral Paz Capital,13,3,98.0000
Gral Paz Provincia,9,6,387.0000
Alvear,19,6,169.0000
Lima,7,3,1001.0000
El Arco,8,4,356.0000
AUBASA BA-LP,8,4,559.0000
Zarate Brazo Largo,8,1,331.0000
Lima,6,2,585.0000
Maipu,16,4,97.0000
El Arco,1,5,12.0000
Boulevard,19,3,92.0000
Villa Luro,7,1,57.0000
Garay,9,4,163.0000
Cabildo,10,4,21.0000
America,17,5,127.0000
Villa Luro,20,2,80.0000
Amanecer,10,1,74.0000
Arroyo Seco,3,3,116.0000
Lima,22,7,136.0000
Santa Rita,13,5,51.0000
Gral Paz Capital,20,1,150.0000
Laferrere,7,2,66.0000
Lima,15,5,449.0000
Florencio Varela,14,3,64.0000
Olivos,16,2,53.0000
El Club,13,1,92.0000
Florencio Varela,12,4,79.0000
AUBASA LP-BA,18,7,680.0000
Arroyo Seco,8,5,2010.0000
Arroyo Seco,7,4,1250.0000
Lima,4,7,156.0000
Gral Paz Capital,7,2,146.0000
El Club,7,6,259.0000
Arroyo Seco,19,1,871.0000
Gral Paz Capital,19,1,213.0000
Bonpland,20,2,36.0000
Villa Luro,18,2,192.0000
San Isidro,5,6,31.0000
Gutierrez,6,7,54.0000
Villa Luro,16,2,133.0000
Alvear,10,2,331.0000
Dialogos,10,6,162.0000
El Arco,21,1,124.0000
Gral Paz Capital,2,2,56.0000
Boulevard,10,2,263.0000
Gral Paz Provincia,21,5,70.0000
Del Tejar,10,3,72.0000
Bonpland,10,6,187.0000
AUBASA LP-BA,1,2,28.0000
Buen Ayre,15,2,345.0000
Alvear,11,2,255.0000
CORS Alem,15,6,
Fisherton,17,6,377.0000
Bulnes,9,2,110.0000
Arroyo Seco,17,2,1137.0000
Bulnes,17,6,93.0000
El Arco,8,1,210.0000
Gral Paz Capital,16,1,153.0000
Dialogos,8,3,262.0000
Fisherton,5,4,33.0000
AUBASA BA-LP,0,2,101.0000
Congreso,23,1,9.0000
San Isidro,17,3,186.0000
OPERADOR LOGISTICO 2,7,5,105302.0000
Villa Luro,20,4,68.0000
Ovidio Lagos,20,7,37.0000
El Arco,8,6,408.0000
Congreso,10,7,126.0000
Bonpland,1,6,49.0000
Alberdi,19,6,
Pilar,9,5,181.0000
Buen Ayre,1,4,67.0000
Las Heras,10,4,76.0000
El Arco,11,1,207.0000
El Arco,8,7,201.0000
Florencio Varela,10,3,200.0000
Lima,5,4,216.0000
Quilmes,2,6,19.0000
La Bandera,17,1,155.0000
AUBASA LP-BA,21,7,70.0000
Gral Paz Capital,11,3,245.0000
AUBASA LP-BA,6,5,66.0000
Santa Rita,9,6,125.0000
Boulevard,18,3,102.0000
Arroyo Seco,6,5,698.0000
Lima,16,1,818.0000
Gral Paz Capital,22,6,82.0000
Alsina,22,2,31.0000
Boulevard,11,2,203.0000
Arroyo Seco,23,1,178.0000
La Carmela,1,6,22.0000
Alvear,19,5,191.0000
Olivos,9,6,98.0000
Buen Ayre,4,7,64.0000
La Bandera,16,1,110.0000
Centenera,12,2,86.0000
Bonpland,16,7,114.0000
Laferrere,7,1,53.0000
Alsina,18,2,55.0000
Alvear,16,1,234.0000
AUBASA BA-LP,14,6,165.0000
Zarate Brazo Largo,11,7,176.0000
Congreso,11,4,64.0000
Lima,15,2,429.0000
Garay,9,6,170.0000
Buen Ayre,0,7,123.0000
Arroyo Seco,16,4,861.0000
Luis Viale,1,2,19.0000
Las Heras,19,5,36.0000
Zarate,1,1,8.0000
Arroyo Seco,6,6,700.0000
Bulnes,7,6,145.0000
El Arco,0,2,38.0000
Zarate,7,4,43.0000
Lima,3,5,66.0000
Gutierrez,19,4,99.0000
Lima,5,6,246.0000
AUBASA BA-LP,11,5,434.0000
Gral Paz Provincia,12,6,172.0000
Arroyo Seco,17,7,1053.0000
AUBASA LP-BA,8,5,360.0000
Santa Rita,12,3,63.0000
Fisherton,18,6,354.0000
Garay,12,6,67.0000
CORS Alem,11,2,
Quilmes,7,4,266.0000
Quilmes,8,5,237.0000
La Carmela,18,7,54.0000
El Club,11,5,279.0000
Parque Sarmiento,22,1,24.0000
El Club,8,4,280.0000
Zarate Brazo Largo,21,3,9.0000
Santa Rita,3,1,19.0000
Gral Paz Capital,4,7,152.0000
AUBASA BA-LP,7,3,373.0000
Maipu,18,6,77.0000
Arroyo Seco,2,4,112.0000
El Club,8,1,243.0000
Alvear,5,3,66.0000
Villa Allende,11,3,210.0000
Arroyo Seco,14,3,406.0000
El Club,17,1,550.0000
Fisherton,8,6,302.0000
Fisherton,1,7,175.0000
AUBASA LP-BA,14,5,181.0000
Amanecer,8,5,70.0000
Buen Ayre,3,6,27.0000
Maipu,13,5,21.0000
Arroyo Seco,3,2,135.0000
Villa Luro,19,1,127.0000
AUBASA LP-BA,22,3,27.0000
Florencio Varela,7,7,107.0000
Gutierrez,7,3,108.0000
AUBASA BA-LP,11,2,381.0000
Zarate Brazo Largo,23,6,34.0000
Alvear,10,7,213.0000
Lima,19,5,487.0000
Gral Paz Capital,14,2,106.0000
America,15,7,31.0000
Dialogos,21,3,34.0000
Gutierrez,11,3,96.0000
La Bandera,18,5,216.0000
Congreso,15,5,157.0000
Fisherton,13,3,152.0000
Arroyo Seco,22,4,95.0000
Bonpland,9,7,156.0000
AUBASA BA-LP,9,3,559.0000
Alsina,10,3,78.0000
Lima,8,7,1778.0000
AUBASA BA-LP,7,1,516.0000
Centenera,19,3,32.0000
Gral Paz Provincia,9,1,360.0000
Arroyo Seco,5,5,214.0000
AUBASA BA-LP,23,6,125.0000
AUBASA LP-BA,15,2,265.0000
Del Tejar,16,6,107.0000
Florencio Varela,19,5,104.0000
Santa Rita,0,7,24.0000
Alvear,10,4,281.0000
Luis Viale,2,1,39.0000
AUBASA BA-LP,19,2,270.0000
Amanecer,9,4,114.0000
La Bandera,11,4,208.0000
Lima,13,1,318.0000
Emilio Castro,12,7,45.0000
Villa Luro,14,3,81.0000
El Club,16,1,374.0000
Florencio Varela,23,1,54.0000
America,16,6,78.0000
Zarate,12,3,17.0000
AUBASA LP-BA,3,2,32.0000
Lima,6,1,469.0000
Zarate Brazo Largo,20,1,34.0000
America,19,7,52.0000
Arroyo Seco,19,3,456.0000
Arroyo Seco,18,5,907.0000
AUBASA BA-LP,17,2,414.0000
El Arco,19,7,168.0000
Luis Viale,8,3,54.0000
Maschwitz,15,6,
Quilmes,23,5,54.0000
Alvear,17,6,207.0000
La Bandera,16,6,169.0000
Maschwitz,10,3,
America,8,4,94.0000
Maipu,23,1,74.0000
Garay,1,7,22.0000
Lima,15,1,554.0000
Ovidio Lagos,11,5,180.0000
Amanecer,23,1,31.0000
America,16,3,83.0000
Buen Ayre,10,4,821.0000
AUBASA LP-BA,12,4,173.0000
Del Tejar,13,7,33.0000
Fisherton,9,1,409.0000
Luis Viale,11,1,93.0000
Las Heras,16,7,44.0000
Bonpland,16,3,136.0000
Florencio Varela,17,6,111.0000
Alvear,18,6,192.0000
Garay,21,5,30.0000
AUBASA LP-BA,11,7,337.0000
Maipu,16,6,66.0000
Parque Sarmiento,21,4,19.0000
Del Tejar,11,4,77.0000
AUBASA BA-LP,18,3,393.0000
Fisherton,17,4,426.0000
San Isidro,19,5,159.0000
Arroyo Seco,23,5,137.0000
Parque Sarmiento,1,5,21.0000
AUBASA BA-LP,6,1,285.0000
Buen Ayre,18,7,749.0000
Gral Paz Capital,4,1,143.0000
Parque Sarmiento,3,4,13.0000
El Arco,10,6,388.0000
Congreso,11,6,96.0000
Maipu,14,7,30.0000
Gral Paz Provincia,23,6,143.0000
Congreso,18,5,87.0000
Quilmes,15,3,58.0000
Emilio Castro,8,5,18.0000
Ovidio Lagos,6,2,42.0000
Santa Rita,7,4,70.0000
Trelles,10,4,55.0000
America,16,7,60.0000
Laferrere,16,5,27.0000
Del Tejar,18,1,82.0000
Gutierrez,19,5,110.0000
AUBASA LP-BA,3,6,30.0000
AUBASA LP-BA,19,5,187.0000
AUBASA LP-BA,4,6,31.0000
Bonpland,15,6,112.0000
San Isidro,15,5,123.0000
Alvear,21,5,69.0000
Maipu,9,3,87.0000
Cabildo,8,1,11.0000
Boulevard,16,1,104.0000
Rosario Sur,6,1,
El Arco,13,3,79.0000
AUBASA LP-BA,11,6,329.0000
Laferrere,6,2,33.0000
Alsina,13,6,33.0000
Gral Paz Capital,14,5,123.0000
Laferrere,15,1,17.0000
Alvear,12,1,121.0000
San Isidro,3,4,8.0000
Boulevard,7,2,67.0000
Floresta,5,4,50.0000
Gral Paz Provincia,2,5,63.0000
Trelles,20,1,15.0000
Las Heras,7,1,37.0000
Olivos,8,2,55.0000
Emilio Castro,16,4,33.0000
Trelles,10,5,40.0000
America,16,4,81.0000
America,14,7,32.0000
Gral Paz Capital,18,3,220.0000
AUBASA BA-LP,4,7,52.0000
Gutierrez,10,1,167.0000
Arroyo Seco,23,7,154.0000
AUBASA BA-LP,14,3,126.0000
El Arco,23,4,47.0000
Florencio Varela,19,2,92.0000
Floresta,12,4,13.0000
Boulevard,5,3,2.0000
Laferrere,0,3,24.0000
Trelles,17,5,48.0000
Fisherton,8,4,254.0000
Floresta,17,2,52.0000
Zarate,10,6,29.0000
Santa Rita,6,7,47.0000
Fisherton,10,4,367.0000
Amanecer,15,3,83.0000
Alvear,8,4,286.0000
Gral Paz Capital,6,6,116.0000
Alsina,12,6,36.0000
Las Heras,6,3,55.0000
San Isidro,8,3,127.0000
Pilar,6,6,37.0000
Zarate,1,4,4.0000
America,23,6,116.0000
Laferrere,18,4,66.0000
Laferrere,18,3,53.0000
Florencio Varela,17,3,118.0000
America,1,6,74.0000
Zarate Brazo Largo,0,2,14.0000
Del Tejar,10,6,120.0000
Ovidio Lagos,19,7,91.0000
Trelles,9,7,42.0000
Alvear,15,1,204.0000
Pilar,15,2,71.0000
Gutierrez,8,7,116.0000
America,17,6,118.0000
Santa Rita,10,1,107.0000
AUBASA BA-LP,23,1,102.0000
San Isidro,19,7,77.0000
Gutierrez,0,6,23.0000
Florencio Varela,12,5,70.0000
Maipu,0,6,37.0000
La Bandera,9,2,123.0000
AUBASA LP-BA,17,3,287.0000
Villa Luro,15,2,89.0000
Santa Fe,7,7,53.0000
El Club,20,1,184.0000
Trelles,9,3,37.0000
Del Tejar,19,6,57.0000
La Carmela,7,6,70.0000
Villa Allende,9,3,210.0000
El Arco,7,7,151.0000
Del Tejar,12,7,39.0000
Luis Viale,23,5,25.0000
Bulnes,17,4,91.0000
San Isidro,7,5,82.0000
Boulevard,0,2,10.0000
El Arco,12,7,112.0000
Zarate Brazo Largo,9,3,153.0000
Floresta,20,1,11.0000
La Bandera,18,2,275.0000
Pilar,20,1,22.0000
Fisherton,13,4,130.0000
Parque Sarmiento,19,2,66.0000
Gutierrez,1,2,35.0000
Laferrere,17,7,45.0000
Gral Paz Provincia,10,3,363.0000
AUBASA BA-LP,4,4,98.0000
Bonpland,0,2,73.0000
Floresta,7,4,44.0000
Trelles,15,2,30.0000
Trelles,16,6,26.0000
Santa Rita,22,4,34.0000
Floresta,4,5,4.0000
America,19,2,68.0000
Congreso,8,3,82.0000
AUBASA BA-LP,4,6,53.0000
Amanecer,18,3,111.0000
Amanecer,6,7,148.0000
Amanecer,11,2,92.0000
Santa Fe,9,7,51.0000
Buen Ayre,0,6,124.0000
Lima,0,2,132.0000
Santa Rita,15,1,57.0000
Buen Ayre,15,5,413.0000
La Bandera,11,2,195.0000
Del Tejar,10,2,80.0000
Floresta,11,7,81.0000
Villa Luro,0,2,79.0000
Pilar,16,7,72.0000
Villa Luro,22,6,49.0000
Amanecer,19,5,47.0000
Villa Allende,12,6,108.0000
Santa Rita,7,6,128.0000
Garay,0,6,14.0000
San Isidro,13,2,78.0000
Congreso,12,6,74.0000
San Isidro,23,1,62.0000
Parque Sarmiento,19,1,28.0000
Del Tejar,0,4,29.0000
Alsina,1,1,46.0000
Las Heras,6,2,44.0000
CORS Alem,8,2,
Alsina,0,1,30.0000
Zarate,7,7,33.0000
La Bandera,2,2,5.0000
Congreso,0,5,35.0000
Santa Rita,13,7,55.0000
Gutierrez,11,4,126.0000
Santa Fe,6,7,10.0000
Fisherton,5,7,98.0000
Zarate,7,2,38.0000
Pilar,1,5,20.0000
San Isidro,14,3,95.0000
Garay,8,7,95.0000
America,8,6,109.0000
Pilar,15,5,80.0000
Florencio Varela,11,1,92.0000
Olivos,7,3,75.0000
Bonpland,8,6,226.0000
Luis Viale,3,2,20.0000
Maipu,1,4,17.0000
Zarate Brazo Largo,16,7,38.0000
Del Tejar,19,4,64.0000
Congreso,17,7,57.0000
Del Tejar,10,1,74.0000
Bonpland,14,7,52.0000
Alvear,5,1,117.0000
Bonpland,19,1,113.0000
El Club,12,4,132.0000
Luis Viale,7,6,30.0000
Gutierrez,20,6,58.0000
Luis Viale,16,4,94.0000
Ovidio Lagos,4,1,144.0000
Florencio Varela,20,6,52.0000
CORS Alem,7,2,
Alvear,13,7,89.0000
El Club,21,2,52.0000
Maipu,15,6,36.0000
Parque Sarmiento,4,7,
El Arco,13,4,113.0000
Las Heras,18,6,53.0000
Maschwitz,9,4,
El Club,0,2,79.0000
Las Heras,20,5,37.0000
Olivos,0,6,45.0000
Las Heras,3,5,9.0000
La Bandera,15,3,98.0000
Olivos,11,1,43.0000
Dialogos,21,1,37.0000
Buen Ayre,1,2,66.0000
America,15,5,73.0000
Ovidio Lagos,10,5,191.0000
La Carmela,8,1,107.0000
America,18,2,174.0000
America,15,3,82.0000
Lima,22,6,141.0000
El Club,15,7,293.0000
Del Tejar,14,4,66.0000
Gutierrez,22,2,25.0000
Garay,7,2,71.0000
Alsina,4,2,16.0000
Cabildo,18,1,8.0000
Las Heras,12,4,32.0000
Zarate,17,6,14.0000
Gutierrez,20,7,50.0000
Parque Sarmiento,14,3,42.0000
Alvear,22,1,69.0000
Garay,4,1,22.0000
Ovidio Lagos,12,4,77.0000
La Bandera,4,7,12.0000
Del Tejar,18,3,140.0000
Gutierrez,22,1,43.0000
Amanecer,8,3,101.0000
Laferrere,0,5,29.0000
America,3,5,10.0000
Las Heras,21,5,18.0000
Bonpland,0,1,113.0000
Santa Fe,16,4,7.0000
Pilar,11,4,105.0000
Quilmes,6,7,83.0000
Gutierrez,0,5,33.0000
Laferrere,7,3,58.0000
CORS Alem,14,2,
Del Tejar,22,3,18.0000
Maschwitz,21,5,
Lima,23,3,79.0000
Alsina,12,4,46.0000
CORS Alem,14,7,
Luis Viale,23,7,50.0000
Centenera,4,7,9.0000
Bulnes,15,6,46.0000
Congreso,20,5,25.0000
Gutierrez,16,6,120.0000
America,1,7,53.0000
Emilio Castro,16,7,28.0000
Amanecer,18,5,109.0000
Floresta,18,6,52.0000
Boulevard,13,5,70.0000
Quilmes,20,3,34.0000
Floresta,19,6,23.0000
Villa Luro,1,1,132.0000
Boulevard,1,4,2.0000
La Bandera,7,7,66.0000
Amanecer,5,2,12.0000
Villa Luro,14,1,40.0000
Centenera,17,7,30.0000
Olivos,8,1,27.0000
Gral Paz Capital,14,6,105.0000
Los Incas,10,2,5.0000
Bulnes,18,3,84.0000
Zarate Brazo Largo,5,3,60.0000
Olivos,20,6,14.0000
Amanecer,10,4,94.0000
Florencio Varela,14,7,49.0000
El Arco,20,4,101.0000
Ovidio Lagos,23,2,18.0000
Trelles,21,5,12.0000
AUBASA BA-LP,1,3,51.0000
Quilmes,21,1,29.0000
Bonpland,21,1,70.0000
Ovidio Lagos,1,4,23.0000
El Arco,6,5,62.0000
Los Incas,20,2,
Congreso,1,7,25.0000
CORS Alem,10,2,
Parque Sarmiento,13,5,26.0000
OPERADOR LOGISTICO 2,18,2,9396.0000
Del Tejar,13,2,40.0000
Emilio Castro,0,4,19.0000
Boulevard,7,7,65.0000
Alsina,16,7,32.0000
Garay,1,1,39.0000
Florencio Varela,2,4,13.0000
Congreso,3,7,20.0000
Olivos,21,6,16.0000
La Carmela,4,2,27.0000
OPERADOR LOGISTICO 2,10,3,4238.0000
Emilio Castro,2,3,11.0000
Quilmes,13,3,53.0000
Luis Viale,20,5,43.0000
Ovidio Lagos,1,2,76.0000
Gutierrez,4,5,15.0000
Congreso,6,5,44.0000
Zarate,10,3,51.0000
Bulnes,6,4,9.0000
Centenera,14,7,21.0000
Las Heras,6,1,48.0000
Zarate Brazo Largo,20,5,37.0000
Olivos,10,1,59.0000
Ovidio Lagos,19,5,71.0000
Pilar,12,6,50.0000
Trelles,16,7,14.0000
Maipu,15,4,34.0000
Luis Viale,18,1,74.0000
Bonpland,2,5,30.0000
Luis Viale,21,4,36.0000
Alvear,2,2,62.0000
Olivos,4,7,13.0000
Trelles,19,7,19.0000
Del Tejar,19,1,60.0000
Gral Paz Provincia,3,5,47.0000
Trelles,3,4,8.0000
Floresta,10,6,41.0000
Centenera,15,1,18.0000
Garay,21,3,30.0000
Fisherton,5,6,47.0000
Santa Fe,11,6,15.0000
Maipu,20,2,37.0000
Congreso,21,7,10.0000
Santa Fe,17,2,35.0000
Ovidio Lagos,3,7,48.0000
Laferrere,3,4,14.0000
Laferrere,13,6,13.0000
Bulnes,13,1,10.0000
Quilmes,4,1,47.0000
La Carmela,14,7,19.0000
America,2,2,16.0000
Emilio Castro,18,2,40.0000
Villa Allende,14,7,20.0000
Pilar,0,7,31.0000
Trelles,11,5,45.0000
El Club,2,7,83.0000
Quilmes,21,7,24.0000
La Carmela,3,2,11.0000
Floresta,20,6,24.0000
Laferrere,4,3,22.0000
Ovidio Lagos,17,5,105.0000
Emilio Castro,21,6,11.0000
Laferrere,14,2,13.0000
El Arco,1,2,44.0000
Emilio Castro,9,5,31.0000
Dialogos,22,6,39.0000
Alberdi,10,4,
Trelles,4,6,8.0000
Villa Luro,13,3,73.0000
OPERADOR LOGISTICO 2,15,2,19324.0000
Santa Rita,20,1,37.0000
Pilar,2,7,12.0000
Zarate,16,6,12.0000
Gutierrez,3,4,25.0000
Alberdi,19,3,
Alberdi,9,2,
OPERADOR LOGISTICO 2,17,3,9530.0000
OPERADOR LOGISTICO 2,11,5,27376.0000
Amanecer,0,2,37.0000
Ovidio Lagos,0,3,40.0000
Santa Fe,7,1,29.0000
Santa Rita,1,4,24.0000
Emilio Castro,1,2,33.0000
Santa Fe,7,4,42.0000
Villa Allende,5,5,
Quilmes,20,2,21.0000
Amanecer,13,1,16.0000
Ovidio Lagos,14,7,24.0000
Congreso,21,3,21.0000
CORS Alem,13,6,
OPERADOR LOGISTICO 2,9,7,5753.0000
Emilio Castro,2,1,21.0000
Florencio Varela,13,7,55.0000
Dialogos,2,6,19.0000
Santa Rita,2,7,21.0000
Cabildo,18,6,5.0000
La Bandera,1,1,22.0000
Zarate,1,3,11.0000
Quilmes,22,1,14.0000
Parque Sarmiento,20,2,26.0000
Ovidio Lagos,8,2,85.0000
OPERADOR LOGISTICO 2,13,3,800.0000
Congreso,14,4,36.0000
Quilmes,21,4,15.0000
Floresta,13,6,12.0000
Villa Allende,6,4,21.0000
Garay,1,2,22.0000
Rosario Sur,21,1,
Pilar,23,4,26.0000
AUBASA LP-BA,5,5,24.0000
Luis Viale,0,6,19.0000
Laferrere,13,7,11.0000
Quilmes,4,4,
Bonpland,21,2,24.0000
Del Tejar,23,5,40.0000
Ovidio Lagos,20,3,33.0000
Parque Sarmiento,4,2,4.0000
Maschwitz,8,3,
CORS Alem,8,6,
Trelles,1,7,33.0000
Olivos,15,6,31.0000
Las Heras,14,6,22.0000
Rosario Sur,16,5,
Gral Paz Capital,1,5,57.0000
OPERADOR LOGISTICO 2,9,5,3454.0000
Rivadavia,7,1,
Olivos,3,5,8.0000
America,20,1,27.0000
Santa Rita,13,3,43.0000
El Arco,14,6,52.0000
Zarate,3,6,5.0000
Zarate,17,7,8.0000
Dialogos,11,2,86.0000
Maipu,6,2,24.0000
Las Heras,21,1,7.0000
Las Heras,5,4,20.0000
Maipu,14,5,36.0000
Villa Allende,0,1,14.0000
Alsina,7,1,30.0000
America,14,1,33.0000
La Bandera,0,5,10.0000
Trelles,15,4,24.0000
Cabildo,7,6,4.0000
Florencio Varela,4,2,5.0000
OPERADOR LOGISTICO,10,6,50.0000
Cabildo,17,7,6.0000
Amanecer,22,7,44.0000
Ovidio Lagos,3,2,25.0000
Parque Sarmiento,3,1,8.0000
Emilio Castro,15,1,22.0000
Trelles,23,2,15.0000
Congreso,22,4,12.0000
Emilio Castro,14,1,8.0000
Zarate,1,6,13.0000
La Bandera,2,6,6.0000
Parque Sarmiento,2,7,17.0000
Alberdi,6,1,
Emilio Castro,13,2,2.0000
Boulevard,21,6,17.0000
Floresta,2,6,12.0000
Garay,4,6,15.0000
Las Heras,20,7,13.0000
Congreso,23,5,34.0000
Del Tejar,2,4,15.0000
La Carmela,11,5,42.0000
Villa Luro,22,3,44.0000
Rivadavia,7,6,
Rivadavia,15,2,
Zarate,20,4,8.0000
Rosario Sur,0,1,
Zarate,23,4,8.0000
Maschwitz,6,4,
Rosario Sur,5,6,
Parque Sarmiento,23,5,20.0000
Santa Rita,13,1,20.0000
Rivadavia,8,5,
Emilio Castro,15,7,5.0000
Rivadavia,9,5,
Amanecer,21,4,15.0000
Congreso,22,2,16.0000
Santa Fe,13,6,2.0000
Floresta,21,3,8.0000
Maschwitz,14,1,
Pilar,23,2,9.0000
Olivos,13,3,7.0000
Santa Rita,23,6,20.0000
Del Tejar,21,2,28.0000
Parque Sarmiento,2,4,2.0000
Santa Fe,6,4,5.0000
Olivos,21,3,14.0000
Bonpland,4,6,28.0000
Los Incas,18,1,
Villa Allende,21,4,23.0000
Cabildo,7,1,
Garay,3,7,34.0000
Las Heras,22,3,10.0000
Alberdi,12,4,
Maipu,14,4,25.0000
Alsina,13,3,24.0000
Floresta,13,1,50.0000
Cabildo,1,3,6.0000
Dialogos,3,6,10.0000
Santa Fe,12,6,6.0000
Cabildo,3,5,6.0000
Cabildo,13,7,2.0000
Del Tejar,2,3,12.0000
Garay,21,1,28.0000
Garay,1,5,13.0000
La Bandera,1,2,12.0000
Cabildo,0,4,
Rosario Sur,15,2,
Olivos,2,2,5.0000
Boulevard,4,4,
Rosario Sur,10,1,
Alsina,2,6,6.0000
Amanecer,3,3,2.0000
Rivadavia,16,3,
Los Incas,17,3,
America,4,6,9.0000
OPERADOR LOGISTICO,18,6,6214.0000
Boulevard,23,5,7.0000
Zarate,4,5,1.0000
Olivos,12,3,33.0000
Villa Allende,23,2,8.0000
Alberdi,19,7,
Trelles,13,3,7.0000
Rosario Sur,23,2,
Las Heras,4,7,13.0000
Trelles,22,1,12.0000
CORS EVENTOS,15,4,
Boulevard,3,6,9.0000
Las Heras,21,6,4.0000
Alsina,2,5,12.0000
Maipu,5,6,5.0000
Santa Fe,12,3,6.0000
Alberdi,0,3,
Alberdi,1,1,
Alberdi,19,4,
Rosario Sur,4,6,
Olivos,3,4,10.0000
Rivadavia,9,7,
Centenera,0,7,8.0000
Los Incas,0,7,
Centenera,22,7,11.0000
Rosario Sur,8,1,
Alberdi,5,4,
Rivadavia,15,3,
Rivadavia,11,1,
Maschwitz,3,2,
Maschwitz,14,7,
Cabildo,4,2,8.0000
OPERADOR LOGISTICO,8,6,902.0000
OPERADOR LOGISTICO,22,4,2842.0000
Rosario Sur,5,2,
Rosario Sur,12,2,
Centenera,22,5,12.0000
Rosario Sur,12,6,
Maschwitz,14,3,
Quilmes,3,4,4.0000
La Bandera,3,4,6.0000
CORS EVENTOS,20,7,
Los Incas,14,2,
Laferrere,21,4,7.0000
Cabildo,21,1,
Los Incas,5,6,
Olivos,5,6,10.0000
Alberdi,1,7,
Alberdi,15,2,
Maschwitz,17,2,
Maschwitz,22,6,
Rosario Sur,16,6,
Los Incas,3,5,
Maschwitz,2,4,
Cabildo,21,4,2.0000
OPERADOR LOGISTICO,12,6,24.0000
OPERADOR LOGISTICO 2,9,1,812.0000
Alberdi,13,2,
Lima,7,7,1303.0000
Lima,12,6,486.0000
El Club,13,4,151.0000
AUBASA LP-BA,3,1,66.0000
Maipu,11,5,80.0000
Gral Paz Capital,8,4,280.0000
Garay,8,3,153.0000
Lima,14,6,346.0000
Gral Paz Capital,20,2,125.0000
Las Heras,12,2,39.0000
La Carmela,18,2,11.0000
AUBASA LP-BA,14,3,193.0000
San Isidro,18,7,104.0000
AUBASA LP-BA,14,2,222.0000
San Isidro,23,6,56.0000
Alsina,4,6,12.0000
Villa Luro,7,2,56.0000
Dialogos,1,2,23.0000
Buen Ayre,16,2,535.0000
Garay,10,2,180.0000
Fisherton,6,1,68.0000
San Isidro,20,6,34.0000
Alsina,19,7,31.0000
El Arco,5,1,170.0000
Garay,9,3,172.0000
Zarate Brazo Largo,1,3,5.0000
Quilmes,11,2,132.0000
Buen Ayre,12,3,283.0000
Del Tejar,11,6,74.0000
San Isidro,13,4,85.0000
Gral Paz Provincia,23,5,103.0000
Dialogos,23,1,39.0000
Villa Allende,11,5,197.0000
Arroyo Seco,20,5,285.0000
Las Heras,23,2,7.0000
Congreso,17,4,106.0000
Amanecer,17,6,84.0000
AUBASA BA-LP,20,7,128.0000
Dialogos,6,6,65.0000
Gral Paz Provincia,2,7,141.0000
Lima,7,6,1114.0000
Zarate Brazo Largo,22,6,30.0000
Villa Allende,6,6,26.0000
El Club,9,6,339.0000
Gutierrez,11,6,118.0000
Zarate Brazo Largo,18,5,67.0000
Florencio Varela,7,5,333.0000
La Carmela,9,4,85.0000
Gral Paz Capital,3,5,22.0000
Santa Rita,17,1,101.0000
Alvear,13,2,120.0000
AUBASA LP-BA,10,1,335.0000
Las Heras,3,1,20.0000
