estacion,hora,dia_semana,q_cafes_llevar_algo,q_cafes_local_algo,q_cafes_llevar_algo_leche,q_cafes_llevar_algo_otros,q_cafes_local_algo_leche,q_cafes_local_algo_otros
CASTROL MELI,14,6,,,,,,
CASTROL MELI,16,1,,,,,,
Zarate,15,4,27.0000,27.0000,13.0000,14.0000,9.0000,18.0000
La Carmela,2,5,35.0000,11.0000,19.0000,16.0000,6.0000,5.0000
Gral Paz Provincia,13,5,73.0000,207.0000,36.0000,37.0000,52.0000,155.0000
Alvear,8,6,336.0000,916.0000,181.0000,155.0000,366.0000,550.0000
Buen Ayre,8,6,1410.0000,1518.0000,791.0000,619.0000,768.0000,750.0000
Anchorena,0,7,,,,,,
Gral Paz Capital,7,7,549.0000,593.0000,318.0000,231.0000,297.0000,296.0000
Maipu,8,7,98.0000,150.0000,94.0000,4.0000,64.0000,86.0000
Arroyo Seco,0,1,222.0000,177.0000,110.0000,112.0000,70.0000,107.0000
Garay,15,1,30.0000,138.0000,7.0000,23.0000,28.0000,110.0000
Buen Ayre,19,1,298.0000,770.0000,156.0000,142.0000,364.0000,406.0000
Alsina,1,2,13.0000,50.0000,9.0000,4.0000,14.0000,36.0000
Zarate Brazo Largo,14,2,72.0000,95.0000,31.0000,41.0000,21.0000,74.0000
Emilio Castro,16,2,34.0000,76.0000,8.0000,26.0000,14.0000,62.0000
Mitre,20,2,,,,,,
Olivos,19,3,27.0000,95.0000,24.0000,3.0000,32.0000,63.0000
Amanecer,0,4,27.0000,44.0000,7.0000,20.0000,13.0000,31.0000
Luis Viale,19,4,42.0000,120.0000,16.0000,26.0000,29.0000,91.0000
Alberdi,20,5,5.0000,,4.0000,1.0000,,
Gutierrez,11,7,100.0000,209.0000,52.0000,48.0000,85.0000,124.0000
AUBASA BA-LP,21,7,66.0000,97.0000,22.0000,44.0000,31.0000,66.0000
Cabildo,21,7,6.0000,12.0000,1.0000,5.0000,6.0000,6.0000
AUBASA LP-BA,23,3,57.0000,49.0000,13.0000,44.0000,21.0000,28.0000
Arroyo Seco,8,4,1583.0000,2363.0000,998.0000,585.0000,1324.0000,1039.0000
Olivos,2,5,21.0000,21.0000,20.0000,1.0000,14.0000,7.0000
Gral Paz Capital,3,7,118.0000,180.0000,47.0000,71.0000,41.0000,139.0000
Maschwitz,23,2,9.0000,,3.0000,6.0000,,
Maschwitz,7,7,103.0000,,57.0000,46.0000,,
Santa Fe,12,2,14.0000,19.0000,5.0000,9.0000,3.0000,16.0000
Lima,21,4,176.0000,105.0000,59.0000,117.0000,39.0000,66.0000
Alberdi,5,7,14.0000,,10.0000,4.0000,,
Luis Viale,7,7,82.0000,123.0000,46.0000,36.0000,53.0000,70.0000
Zarate Brazo Largo,0,1,29.0000,10.0000,9.0000,20.0000,2.0000,8.0000
Mitre,9,4,,,,,,
Villa Allende,2,6,,5.0000,,,,5.0000
El Arco,0,4,33.0000,41.0000,7.0000,26.0000,7.0000,34.0000
Bulnes,1,1,,,,,,
Amanecer,6,4,138.0000,223.0000,75.0000,63.0000,67.0000,156.0000
La Carmela,23,4,19.0000,13.0000,11.0000,8.0000,8.0000,5.0000
Buen Ayre,8,5,1501.0000,1448.0000,873.0000,628.0000,777.0000,671.0000
Centenera,14,5,18.0000,84.0000,5.0000,13.0000,37.0000,47.0000
Alvear,17,5,126.0000,592.0000,45.0000,81.0000,141.0000,451.0000
Laferrere,22,5,9.0000,13.0000,3.0000,6.0000,3.0000,10.0000
Bonpland,14,6,56.0000,231.0000,21.0000,35.0000,53.0000,178.0000
Trelles,8,7,167.0000,137.0000,110.0000,57.0000,48.0000,89.0000
Maipu,9,7,80.0000,159.0000,78.0000,2.0000,60.0000,99.0000
El Arco,0,1,19.0000,71.0000,4.0000,15.0000,14.0000,57.0000
Gutierrez,12,1,52.0000,84.0000,26.0000,26.0000,46.0000,38.0000
America,10,2,90.0000,337.0000,43.0000,47.0000,60.0000,277.0000
Quilmes,13,2,27.0000,154.0000,6.0000,21.0000,68.0000,86.0000
Fisherton,17,2,55.0000,713.0000,16.0000,39.0000,4.0000,709.0000
Cabildo,22,2,10.0000,8.0000,4.0000,6.0000,,8.0000
Lima,2,3,133.0000,59.0000,57.0000,76.0000,19.0000,40.0000
Zarate,4,3,10.0000,1.0000,3.0000,7.0000,1.0000,
Alsina,16,3,55.0000,141.0000,14.0000,41.0000,25.0000,116.0000
Arroyo Seco,0,4,181.0000,131.0000,77.0000,104.0000,61.0000,70.0000
Luis Viale,21,5,28.0000,74.0000,5.0000,23.0000,7.0000,67.0000
Laferrere,4,7,26.0000,30.0000,16.0000,10.0000,18.0000,12.0000
Santa Rita,7,7,112.0000,209.0000,53.0000,59.0000,105.0000,104.0000
Zarate,11,7,48.0000,38.0000,25.0000,23.0000,20.0000,18.0000
Zarate Brazo Largo,18,7,108.0000,115.0000,47.0000,61.0000,43.0000,72.0000
Maipu,2,2,32.0000,14.0000,32.0000,,4.0000,10.0000
Cabildo,7,7,42.0000,37.0000,21.0000,21.0000,9.0000,28.0000
El Arco,3,2,10.0000,15.0000,3.0000,7.0000,4.0000,11.0000
Anchorena,21,5,,,,,,
Anchorena,17,7,,,,,,
Rivadavia,5,5,1.0000,,,1.0000,,
AUBASA LP-BA,7,1,242.0000,218.0000,122.0000,120.0000,90.0000,128.0000
Santa Fe,1,2,,,,,,
AUBASA LP-BA,4,2,110.0000,51.0000,45.0000,65.0000,25.0000,26.0000
Parque Sarmiento,5,1,36.0000,27.0000,20.0000,16.0000,13.0000,14.0000
Bulnes,5,7,,,,,,
Luis Viale,12,4,31.0000,160.0000,11.0000,20.0000,25.0000,135.0000
Bonpland,14,4,61.0000,186.0000,20.0000,41.0000,50.0000,136.0000
San Isidro,18,4,87.0000,352.0000,42.0000,45.0000,132.0000,220.0000
Villa Luro,11,5,115.0000,370.0000,62.0000,53.0000,155.0000,215.0000
Centenera,12,5,37.0000,186.0000,15.0000,22.0000,111.0000,75.0000
Las Heras,14,5,39.0000,83.0000,17.0000,22.0000,26.0000,57.0000
Gral Paz Capital,5,6,361.0000,176.0000,200.0000,161.0000,67.0000,109.0000
Lima,21,6,177.0000,167.0000,60.0000,117.0000,40.0000,127.0000
Olivos,23,6,26.0000,54.0000,25.0000,1.0000,15.0000,39.0000
America,6,7,102.0000,112.0000,36.0000,66.0000,37.0000,75.0000
Emilio Castro,9,7,155.0000,108.0000,81.0000,74.0000,37.0000,71.0000
Alberdi,10,7,28.0000,,16.0000,12.0000,,
Dialogos,14,7,19.0000,40.0000,11.0000,8.0000,22.0000,18.0000
Gral Paz Provincia,21,7,48.0000,84.0000,22.0000,26.0000,36.0000,48.0000
Gral Paz Capital,12,1,166.0000,251.0000,96.0000,70.0000,66.0000,185.0000
San Isidro,23,2,14.0000,19.0000,11.0000,3.0000,5.0000,14.0000
Gral Paz Provincia,6,3,346.0000,390.0000,226.0000,120.0000,199.0000,191.0000
Centenera,8,3,166.0000,264.0000,84.0000,82.0000,119.0000,145.0000
Maipu,11,3,48.0000,215.0000,45.0000,3.0000,51.0000,164.0000
Trelles,12,3,39.0000,81.0000,18.0000,21.0000,15.0000,66.0000
Zarate,15,3,33.0000,27.0000,17.0000,16.0000,7.0000,20.0000
La Carmela,10,4,107.0000,83.0000,65.0000,42.0000,32.0000,51.0000
Congreso,20,4,20.0000,87.0000,9.0000,11.0000,14.0000,73.0000
Gral Paz Provincia,21,4,50.0000,87.0000,28.0000,22.0000,36.0000,51.0000
La Bandera,21,4,10.0000,20.0000,1.0000,9.0000,4.0000,16.0000
Bulnes,23,4,,,,,,
Bonpland,21,5,47.0000,129.0000,22.0000,25.0000,42.0000,87.0000
Congreso,21,5,15.0000,32.0000,5.0000,10.0000,9.0000,23.0000
Gral Paz Capital,23,6,79.0000,133.0000,25.0000,54.0000,23.0000,110.0000
El Club,10,7,231.0000,758.0000,113.0000,118.0000,290.0000,468.0000
Pilar,9,1,116.0000,147.0000,64.0000,52.0000,79.0000,68.0000
America,12,2,51.0000,195.0000,22.0000,29.0000,53.0000,142.0000
Alvear,12,3,105.0000,423.0000,44.0000,61.0000,100.0000,323.0000
Los Incas,11,4,70.0000,11.0000,36.0000,34.0000,3.0000,8.0000
Del Tejar,22,6,6.0000,55.0000,5.0000,1.0000,19.0000,36.0000
Rosario Sur,6,4,17.0000,,7.0000,10.0000,,
Fisherton,15,4,29.0000,286.0000,8.0000,21.0000,7.0000,279.0000
Olivos,17,4,39.0000,220.0000,35.0000,4.0000,94.0000,126.0000
Centenera,0,5,5.0000,10.0000,1.0000,4.0000,4.0000,6.0000
Luis Viale,6,6,104.0000,110.0000,74.0000,30.0000,62.0000,48.0000
Maipu,23,2,13.0000,32.0000,10.0000,3.0000,7.0000,25.0000
Bulnes,3,1,,,,,,
Santa Fe,23,7,,,,,,
America,5,4,77.0000,48.0000,53.0000,24.0000,14.0000,34.0000
Villa Luro,3,2,35.0000,31.0000,11.0000,24.0000,12.0000,19.0000
Alsina,4,7,41.0000,74.0000,21.0000,20.0000,23.0000,51.0000
Boulevard,2,5,2.0000,7.0000,,2.0000,3.0000,4.0000
Fisherton,11,4,77.0000,505.0000,33.0000,44.0000,10.0000,495.0000
Gutierrez,22,4,15.0000,22.0000,3.0000,12.0000,8.0000,14.0000
AUBASA LP-BA,23,4,52.0000,61.0000,19.0000,33.0000,15.0000,46.0000
El Club,8,5,347.0000,905.0000,178.0000,169.0000,378.0000,527.0000
Alberdi,18,6,26.0000,,12.0000,14.0000,,
Quilmes,18,6,29.0000,224.0000,11.0000,18.0000,74.0000,150.0000
Cabildo,22,6,5.0000,7.0000,3.0000,2.0000,2.0000,5.0000
Del Tejar,19,7,15.0000,103.0000,13.0000,2.0000,31.0000,72.0000
Gral Paz Capital,6,1,342.0000,401.0000,203.0000,139.0000,231.0000,170.0000
America,16,1,26.0000,138.0000,13.0000,13.0000,37.0000,101.0000
Lima,7,2,1127.0000,1185.0000,661.0000,466.0000,578.0000,607.0000
Del Tejar,8,2,167.0000,327.0000,125.0000,42.0000,148.0000,179.0000
AUBASA LP-BA,21,2,42.0000,57.0000,15.0000,27.0000,28.0000,29.0000
Las Heras,22,2,10.0000,20.0000,3.0000,7.0000,4.0000,16.0000
Buen Ayre,7,2,923.0000,730.0000,545.0000,378.0000,379.0000,351.0000
La Carmela,6,3,173.0000,213.0000,116.0000,57.0000,98.0000,115.0000
Garay,10,3,143.0000,437.0000,58.0000,85.0000,123.0000,314.0000
Quilmes,12,3,43.0000,178.0000,5.0000,38.0000,63.0000,115.0000
Trelles,15,3,25.0000,85.0000,14.0000,11.0000,15.0000,70.0000
La Carmela,16,3,37.0000,53.0000,17.0000,20.0000,19.0000,34.0000
Gutierrez,17,3,75.0000,171.0000,32.0000,43.0000,71.0000,100.0000
Gral Paz Provincia,19,3,178.0000,364.0000,90.0000,88.0000,140.0000,224.0000
Gutierrez,14,4,21.0000,85.0000,7.0000,14.0000,26.0000,59.0000
Maipu,1,5,24.0000,25.0000,24.0000,,9.0000,16.0000
Gral Paz Capital,2,5,61.0000,94.0000,32.0000,29.0000,39.0000,55.0000
Emilio Castro,10,5,118.0000,118.0000,63.0000,55.0000,46.0000,72.0000
Maschwitz,6,6,70.0000,1.0000,48.0000,22.0000,,1.0000
Bonpland,20,6,44.0000,165.0000,14.0000,30.0000,62.0000,103.0000
Bulnes,10,7,42.0000,280.0000,12.0000,30.0000,61.0000,219.0000
Ovidio Lagos,12,7,29.0000,138.0000,8.0000,21.0000,11.0000,127.0000
San Isidro,13,7,49.0000,83.0000,24.0000,25.0000,21.0000,62.0000
Trelles,19,1,31.0000,73.0000,13.0000,18.0000,18.0000,55.0000
Fisherton,16,2,51.0000,409.0000,15.0000,36.0000,7.0000,402.0000
Villa Luro,11,3,145.0000,350.0000,93.0000,52.0000,125.0000,225.0000
Olivos,10,4,84.0000,238.0000,35.0000,49.0000,85.0000,153.0000
Santa Rita,3,7,32.0000,33.0000,22.0000,10.0000,13.0000,20.0000
Anchorena,15,7,,,,,,
Floresta,14,2,15.0000,71.0000,3.0000,12.0000,17.0000,54.0000
Pilar,0,4,8.0000,33.0000,2.0000,6.0000,6.0000,27.0000
Gutierrez,3,7,27.0000,31.0000,13.0000,14.0000,8.0000,23.0000
Zarate,16,7,37.0000,30.0000,18.0000,19.0000,11.0000,19.0000
Mitre,20,7,,,,,,
Santa Rita,21,1,9.0000,41.0000,6.0000,3.0000,19.0000,22.0000
Santa Fe,13,3,10.0000,17.0000,2.0000,8.0000,9.0000,8.0000
Las Heras,2,3,17.0000,19.0000,9.0000,8.0000,5.0000,14.0000
Villa Luro,3,4,27.0000,42.0000,14.0000,13.0000,12.0000,30.0000
Rosario Sur,6,3,14.0000,,6.0000,8.0000,,
Santa Rita,8,4,129.0000,256.0000,52.0000,77.0000,137.0000,119.0000
Olivos,13,6,23.0000,105.0000,14.0000,9.0000,56.0000,49.0000
Dialogos,4,1,31.0000,65.0000,17.0000,14.0000,52.0000,13.0000
Florencio Varela,4,4,39.0000,17.0000,3.0000,36.0000,13.0000,4.0000
Anchorena,9,2,,,,,,
Floresta,1,3,4.0000,27.0000,1.0000,3.0000,7.0000,20.0000
Anchorena,5,3,,,,,,
AUBASA LP-BA,14,4,120.0000,289.0000,38.0000,82.0000,68.0000,221.0000
Santa Rita,20,4,5.0000,64.0000,2.0000,3.0000,24.0000,40.0000
Las Heras,13,5,38.0000,118.0000,14.0000,24.0000,37.0000,81.0000
Rivadavia,9,6,2.0000,,2.0000,,,
Gral Paz Capital,12,7,200.0000,312.0000,97.0000,103.0000,131.0000,181.0000
Lima,15,7,566.0000,738.0000,221.0000,345.0000,199.0000,539.0000
Emilio Castro,19,7,31.0000,37.0000,8.0000,23.0000,8.0000,29.0000
El Arco,23,1,24.0000,62.0000,7.0000,17.0000,13.0000,49.0000
Arroyo Seco,8,2,1648.0000,2183.0000,980.0000,668.0000,1232.0000,951.0000
Zarate Brazo Largo,7,3,244.0000,239.0000,137.0000,107.0000,111.0000,128.0000
Parque Sarmiento,11,4,66.0000,214.0000,34.0000,32.0000,44.0000,170.0000
AUBASA BA-LP,13,4,160.0000,248.0000,74.0000,86.0000,62.0000,186.0000
Garay,4,5,18.0000,81.0000,6.0000,12.0000,9.0000,72.0000
Zarate,2,6,22.0000,10.0000,2.0000,20.0000,3.0000,7.0000
Rosario Sur,13,6,7.0000,,1.0000,6.0000,,
Alsina,2,7,18.0000,46.0000,15.0000,3.0000,15.0000,31.0000
El Arco,11,7,91.0000,426.0000,35.0000,56.0000,155.0000,271.0000
El Club,6,2,156.0000,314.0000,93.0000,63.0000,154.0000,160.0000
Rivadavia,7,2,10.0000,,7.0000,3.0000,,
Parque Sarmiento,16,7,60.0000,172.0000,16.0000,44.0000,36.0000,136.0000
Trelles,7,3,179.0000,195.0000,105.0000,74.0000,58.0000,137.0000
Santa Rita,9,4,77.0000,244.0000,37.0000,40.0000,108.0000,136.0000
Bonpland,20,4,41.0000,147.0000,17.0000,24.0000,49.0000,98.0000
Pilar,2,2,12.0000,19.0000,5.0000,7.0000,3.0000,16.0000
Fisherton,0,1,25.0000,238.0000,6.0000,19.0000,22.0000,216.0000
Alberdi,18,1,11.0000,,8.0000,3.0000,,
Quilmes,9,3,130.0000,431.0000,13.0000,117.0000,226.0000,205.0000
Rosario Sur,5,1,15.0000,,2.0000,13.0000,,
AUBASA BA-LP,1,7,158.0000,194.0000,47.0000,111.0000,54.0000,140.0000
Rivadavia,16,7,1.0000,,1.0000,,,
Fisherton,1,4,14.0000,48.0000,3.0000,11.0000,19.0000,29.0000
Boulevard,3,2,1.0000,7.0000,,1.0000,4.0000,3.0000
Centenera,1,2,7.0000,14.0000,4.0000,3.0000,6.0000,8.0000
Alberdi,2,6,3.0000,,2.0000,1.0000,,
OPERADOR LOGISTICO 2,16,5,,6356.0000,,,,6356.0000
Parque Sarmiento,12,4,30.0000,139.0000,12.0000,18.0000,27.0000,112.0000
America,19,5,27.0000,182.0000,7.0000,20.0000,48.0000,134.0000
Santa Rita,11,6,45.0000,215.0000,26.0000,19.0000,60.0000,155.0000
Quilmes,20,6,19.0000,53.0000,5.0000,14.0000,17.0000,36.0000
Centenera,1,7,11.0000,9.0000,4.0000,7.0000,,9.0000
Olivos,12,7,25.0000,91.0000,16.0000,9.0000,59.0000,32.0000
Alvear,17,7,114.0000,485.0000,45.0000,69.0000,147.0000,338.0000
Maschwitz,3,1,12.0000,,4.0000,8.0000,,
Florencio Varela,10,2,103.0000,416.0000,55.0000,48.0000,191.0000,225.0000
Bulnes,16,2,8.0000,140.0000,1.0000,7.0000,24.0000,116.0000
Trelles,19,2,43.0000,67.0000,20.0000,23.0000,23.0000,44.0000
AUBASA BA-LP,22,2,62.0000,71.0000,19.0000,43.0000,20.0000,51.0000
Congreso,10,3,110.0000,257.0000,51.0000,59.0000,82.0000,175.0000
Villa Allende,19,4,33.0000,221.0000,9.0000,24.0000,51.0000,170.0000
Floresta,12,5,63.0000,61.0000,8.0000,55.0000,32.0000,29.0000
Rosario Sur,21,6,3.0000,,2.0000,1.0000,,
Arroyo Seco,1,7,345.0000,162.0000,175.0000,170.0000,78.0000,84.0000
Villa Allende,9,7,169.0000,419.0000,31.0000,138.0000,128.0000,291.0000
Villa Luro,6,1,108.0000,179.0000,72.0000,36.0000,85.0000,94.0000
Fisherton,10,1,107.0000,809.0000,43.0000,64.0000,22.0000,787.0000
Anchorena,0,3,,,,,,
Trelles,6,3,114.0000,139.0000,48.0000,66.0000,40.0000,99.0000
Las Heras,8,3,111.0000,304.0000,52.0000,59.0000,87.0000,217.0000
Boulevard,14,3,19.0000,158.0000,7.0000,12.0000,22.0000,136.0000
Gral Paz Provincia,23,3,51.0000,102.0000,27.0000,24.0000,20.0000,82.0000
Florencio Varela,10,4,107.0000,394.0000,62.0000,45.0000,198.0000,196.0000
Cabildo,18,4,22.0000,44.0000,10.0000,12.0000,10.0000,34.0000
Santa Fe,9,5,109.0000,55.0000,47.0000,62.0000,22.0000,33.0000
Santa Fe,15,7,13.0000,10.0000,4.0000,9.0000,2.0000,8.0000
Santa Rita,20,2,15.0000,53.0000,7.0000,8.0000,6.0000,47.0000
Buen Ayre,5,3,338.0000,142.0000,185.0000,153.0000,45.0000,97.0000
Del Tejar,7,4,240.0000,352.0000,198.0000,42.0000,199.0000,153.0000
AUBASA LP-BA,10,4,531.0000,669.0000,264.0000,267.0000,234.0000,435.0000
Laferrere,8,5,112.0000,216.0000,63.0000,49.0000,101.0000,115.0000
La Carmela,13,5,24.0000,27.0000,13.0000,11.0000,5.0000,22.0000
Dialogos,16,6,48.0000,151.0000,32.0000,16.0000,67.0000,84.0000
Anchorena,5,2,,,,,,
Santa Rita,3,6,26.0000,44.0000,20.0000,6.0000,23.0000,21.0000
Las Heras,18,1,39.0000,91.0000,13.0000,26.0000,18.0000,73.0000
Luis Viale,2,4,11.0000,19.0000,5.0000,6.0000,5.0000,14.0000
Las Heras,10,1,51.0000,95.0000,16.0000,35.0000,32.0000,63.0000
Olivos,10,5,115.0000,219.0000,66.0000,49.0000,100.0000,119.0000
Luis Viale,3,3,13.0000,13.0000,2.0000,11.0000,2.0000,11.0000
Rivadavia,6,5,2.0000,,,2.0000,,
Mitre,3,7,,,,,,
La Bandera,3,5,,5.0000,,,,5.0000
OPERADOR LOGISTICO,8,4,,100.0000,,,,100.0000
OPERADOR LOGISTICO,13,2,,1680.0000,,,,1680.0000
OPERADOR LOGISTICO,15,2,,13510.0000,,,,13510.0000
OPERADOR LOGISTICO 2,12,1,,6.0000,,,,6.0000
CASTROL MELI,19,7,,,,,,
CASTROL MELI,16,6,,,,,,
OPERADOR LOGISTICO,1,7,,1606.0000,,,,1606.0000
Gral Paz Capital,11,5,246.0000,486.0000,134.0000,112.0000,163.0000,323.0000
Florencio Varela,21,5,9.0000,43.0000,2.0000,7.0000,15.0000,28.0000
La Bandera,8,7,133.0000,232.0000,65.0000,68.0000,138.0000,94.0000
Buen Ayre,14,7,154.0000,311.0000,64.0000,90.0000,80.0000,231.0000
Amanecer,14,7,46.0000,77.0000,16.0000,30.0000,21.0000,56.0000
Garay,6,2,143.0000,142.0000,93.0000,50.0000,54.0000,88.0000
Dialogos,10,4,73.0000,301.0000,53.0000,20.0000,172.0000,129.0000
Alvear,22,5,28.0000,181.0000,6.0000,22.0000,52.0000,129.0000
Bonpland,23,5,39.0000,90.0000,14.0000,25.0000,27.0000,63.0000
Trelles,23,7,11.0000,38.0000,4.0000,7.0000,7.0000,31.0000
Centenera,20,1,7.0000,16.0000,4.0000,3.0000,6.0000,10.0000
Santa Fe,21,1,9.0000,1.0000,3.0000,6.0000,,1.0000
Villa Allende,6,2,89.0000,76.0000,10.0000,79.0000,13.0000,63.0000
Arroyo Seco,7,5,1519.0000,1870.0000,917.0000,602.0000,1042.0000,828.0000
Villa Luro,1,6,28.0000,74.0000,10.0000,18.0000,23.0000,51.0000
America,11,2,89.0000,316.0000,41.0000,48.0000,67.0000,249.0000
AUBASA LP-BA,22,2,48.0000,68.0000,25.0000,23.0000,16.0000,52.0000
Pilar,10,3,87.0000,290.0000,69.0000,18.0000,146.0000,144.0000
Santa Fe,4,6,,,,,,
AUBASA LP-BA,20,5,79.0000,149.0000,35.0000,44.0000,36.0000,113.0000
Bulnes,5,5,,,,,,
El Club,12,7,123.0000,315.0000,56.0000,67.0000,104.0000,211.0000
La Bandera,4,6,3.0000,6.0000,,3.0000,1.0000,5.0000
Floresta,23,1,14.0000,30.0000,4.0000,10.0000,14.0000,16.0000
San Isidro,22,1,12.0000,33.0000,7.0000,5.0000,12.0000,21.0000
Zarate,5,2,105.0000,23.0000,63.0000,42.0000,17.0000,6.0000
El Club,2,5,12.0000,58.0000,5.0000,7.0000,17.0000,41.0000
OPERADOR LOGISTICO 2,21,1,,6442.0000,,,,6442.0000
Alberdi,19,5,7.0000,,3.0000,4.0000,,
Arroyo Seco,13,6,484.0000,588.0000,211.0000,273.0000,204.0000,384.0000
Trelles,13,6,23.0000,68.0000,7.0000,16.0000,22.0000,46.0000
La Bandera,22,6,2.0000,26.0000,,2.0000,4.0000,22.0000
Quilmes,9,7,145.0000,265.0000,27.0000,118.0000,119.0000,146.0000
Florencio Varela,12,1,42.0000,73.0000,21.0000,21.0000,40.0000,33.0000
Lima,12,2,422.0000,553.0000,162.0000,260.0000,163.0000,390.0000
Alsina,15,2,28.0000,79.0000,13.0000,15.0000,19.0000,60.0000
Fisherton,1,3,14.0000,48.0000,9.0000,5.0000,9.0000,39.0000
San Isidro,6,3,183.0000,222.0000,73.0000,110.0000,121.0000,101.0000
Gral Paz Provincia,15,3,112.0000,317.0000,56.0000,56.0000,90.0000,227.0000
Las Heras,16,3,51.0000,134.0000,15.0000,36.0000,35.0000,99.0000
Gral Paz Capital,16,3,145.0000,269.0000,64.0000,81.0000,71.0000,198.0000
Los Incas,21,3,4.0000,,,4.0000,,
Villa Luro,1,4,20.0000,53.0000,8.0000,12.0000,23.0000,30.0000
Villa Luro,8,4,220.0000,519.0000,131.0000,89.0000,225.0000,294.0000
Las Heras,14,4,34.0000,115.0000,10.0000,24.0000,41.0000,74.0000
Rosario Sur,21,5,1.0000,,1.0000,,,
La Carmela,10,6,102.0000,124.0000,66.0000,36.0000,51.0000,73.0000
Garay,21,6,23.0000,58.0000,7.0000,16.0000,12.0000,46.0000
Los Incas,22,7,3.0000,1.0000,1.0000,2.0000,,1.0000
Quilmes,5,1,54.0000,97.0000,5.0000,49.0000,52.0000,45.0000
Gral Paz Provincia,19,1,142.0000,299.0000,78.0000,64.0000,107.0000,192.0000
Cabildo,0,2,7.0000,20.0000,4.0000,3.0000,7.0000,13.0000
AUBASA LP-BA,0,5,62.0000,61.0000,22.0000,40.0000,13.0000,48.0000
Bonpland,3,5,30.0000,57.0000,20.0000,10.0000,25.0000,32.0000
Bonpland,16,1,48.0000,241.0000,12.0000,36.0000,63.0000,178.0000
La Carmela,11,3,49.0000,81.0000,33.0000,16.0000,29.0000,52.0000
Del Tejar,17,3,54.0000,327.0000,34.0000,20.0000,108.0000,219.0000
Los Incas,8,4,165.0000,7.0000,73.0000,92.0000,,7.0000
La Bandera,7,1,28.0000,99.0000,10.0000,18.0000,41.0000,58.0000
Los Incas,6,3,80.0000,5.0000,29.0000,51.0000,,5.0000
Lima,12,3,286.0000,492.0000,122.0000,164.0000,130.0000,362.0000
Del Tejar,15,3,52.0000,196.0000,36.0000,16.0000,73.0000,123.0000
Los Incas,4,1,8.0000,,4.0000,4.0000,,
Bulnes,22,1,,,,,,
San Isidro,2,5,24.0000,21.0000,18.0000,6.0000,10.0000,11.0000
Del Tejar,1,7,28.0000,99.0000,20.0000,8.0000,45.0000,54.0000
Mitre,1,7,,,,,,
Las Heras,4,2,18.0000,19.0000,10.0000,8.0000,6.0000,13.0000
Mitre,1,6,,,,,,
Centenera,0,3,7.0000,7.0000,3.0000,4.0000,2.0000,5.0000
Alvear,18,4,139.0000,595.0000,62.0000,77.0000,208.0000,387.0000
Pilar,21,4,13.0000,22.0000,9.0000,4.0000,8.0000,14.0000
Cabildo,23,4,8.0000,,4.0000,4.0000,,
Cabildo,15,6,14.0000,53.0000,7.0000,7.0000,9.0000,44.0000
Gutierrez,17,6,87.0000,200.0000,42.0000,45.0000,86.0000,114.0000
Zarate,1,7,34.0000,15.0000,16.0000,18.0000,9.0000,6.0000
America,5,7,51.0000,35.0000,22.0000,29.0000,13.0000,22.0000
America,9,7,102.0000,318.0000,53.0000,49.0000,94.0000,224.0000
Gral Paz Capital,1,1,118.0000,265.0000,52.0000,66.0000,62.0000,203.0000
Gral Paz Capital,2,1,97.0000,197.0000,33.0000,64.0000,76.0000,121.0000
Zarate,19,1,46.0000,24.0000,21.0000,25.0000,16.0000,8.0000
Las Heras,7,2,134.0000,221.0000,55.0000,79.0000,111.0000,110.0000
Cabildo,11,2,42.0000,74.0000,16.0000,26.0000,15.0000,59.0000
Villa Luro,6,3,160.0000,227.0000,97.0000,63.0000,83.0000,144.0000
Maschwitz,7,3,77.0000,,40.0000,37.0000,,
Maipu,10,3,40.0000,260.0000,39.0000,1.0000,76.0000,184.0000
Ovidio Lagos,12,3,13.0000,193.0000,3.0000,10.0000,38.0000,155.0000
Las Heras,18,3,79.0000,163.0000,19.0000,60.0000,47.0000,116.0000
Maipu,22,3,17.0000,35.0000,16.0000,1.0000,3.0000,32.0000
Gutierrez,23,3,15.0000,53.0000,2.0000,13.0000,12.0000,41.0000
San Isidro,10,4,190.0000,511.0000,86.0000,104.0000,213.0000,298.0000
Rosario Sur,15,4,3.0000,,1.0000,2.0000,,
El Club,7,5,244.0000,737.0000,128.0000,116.0000,332.0000,405.0000
Maschwitz,9,6,55.0000,,32.0000,23.0000,,
Gral Paz Capital,22,7,46.0000,91.0000,17.0000,29.0000,17.0000,74.0000
Maschwitz,11,1,19.0000,,12.0000,7.0000,,
Trelles,16,1,25.0000,75.0000,7.0000,18.0000,19.0000,56.0000
Buen Ayre,14,2,158.0000,440.0000,71.0000,87.0000,83.0000,357.0000
Boulevard,21,2,6.0000,12.0000,2.0000,4.0000,5.0000,7.0000
AUBASA LP-BA,3,3,43.0000,20.0000,20.0000,23.0000,5.0000,15.0000
Gral Paz Provincia,8,3,559.0000,792.0000,316.0000,243.0000,332.0000,460.0000
La Bandera,2,5,2.0000,7.0000,,2.0000,1.0000,6.0000
Gutierrez,9,1,154.0000,210.0000,80.0000,74.0000,92.0000,118.0000
AUBASA LP-BA,11,1,305.0000,424.0000,144.0000,161.0000,188.0000,236.0000
Centenera,21,4,4.0000,10.0000,3.0000,1.0000,3.0000,7.0000
Maipu,17,3,43.0000,198.0000,40.0000,3.0000,74.0000,124.0000
Rivadavia,13,5,1.0000,,,1.0000,,
